"date","cow","unique_feed_bins_visited","unique_water_bins_visited","total_bins_visited"
"2020-07-15",2007,23,4,27
"2020-07-15",2074,18,1,19
"2020-07-15",3067,18,4,22
"2020-07-15",3117,24,5,29
"2020-07-15",4001,26,3,29
"2020-07-15",4038,20,3,23
"2020-07-15",5005,17,4,21
"2020-07-15",5133,25,3,28
"2020-07-15",5137,25,5,30
"2020-07-15",5139,24,3,27
"2020-07-15",5140,27,4,31
"2020-07-15",5145,23,4,27
"2020-07-15",6004,19,3,22
"2020-07-15",6005,21,4,25
"2020-07-15",6011,23,4,27
"2020-07-15",6021,28,4,32
"2020-07-15",6028,25,4,29
"2020-07-15",6033,23,2,25
"2020-07-15",6047,27,4,31
"2020-07-15",6126,23,4,27
"2020-07-15",6129,25,4,29
"2020-07-15",6130,29,4,33
"2020-07-15",6131,23,2,25
"2020-07-15",6133,11,2,13
"2020-07-15",6134,25,4,29
"2020-07-15",7007,23,5,28
"2020-07-15",7008,25,4,29
"2020-07-15",7010,16,4,20
"2020-07-15",7018,27,5,32
"2020-07-15",7019,24,4,28
"2020-07-15",7022,29,5,34
"2020-07-15",7023,25,4,29
"2020-07-15",7024,22,4,26
"2020-07-15",7027,27,3,30
"2020-07-15",7029,20,4,24
"2020-07-15",7030,29,5,34
"2020-07-15",7033,16,3,19
"2020-07-15",7037,24,4,28
"2020-07-15",7039,29,5,34
"2020-07-15",7043,28,5,33
"2020-07-15",7051,26,5,31
"2020-07-15",7065,25,5,30
"2020-07-15",7146,27,5,32
"2020-07-15",7159,22,2,24
"2020-07-15",7169,25,3,28
"2020-07-15",8015,13,5,18
"2020-07-15",8019,26,3,29
"2020-07-15",8023,21,4,25
"2020-07-16",2007,27,4,31
"2020-07-16",2074,22,2,24
"2020-07-16",3067,25,3,28
"2020-07-16",3117,20,5,25
"2020-07-16",4001,27,5,32
"2020-07-16",4038,26,4,30
"2020-07-16",5005,11,4,15
"2020-07-16",5133,24,3,27
"2020-07-16",5137,23,5,28
"2020-07-16",5139,18,4,22
"2020-07-16",5140,26,4,30
"2020-07-16",5145,26,4,30
"2020-07-16",6004,19,3,22
"2020-07-16",6005,17,4,21
"2020-07-16",6011,23,3,26
"2020-07-16",6021,19,4,23
"2020-07-16",6028,22,5,27
"2020-07-16",6033,24,3,27
"2020-07-16",6047,29,3,32
"2020-07-16",6126,25,5,30
"2020-07-16",6129,25,5,30
"2020-07-16",6130,25,4,29
"2020-07-16",6131,20,2,22
"2020-07-16",6133,19,4,23
"2020-07-16",6134,24,4,28
"2020-07-16",7007,27,5,32
"2020-07-16",7008,26,3,29
"2020-07-16",7010,25,5,30
"2020-07-16",7018,22,5,27
"2020-07-16",7019,26,4,30
"2020-07-16",7022,25,4,29
"2020-07-16",7023,26,5,31
"2020-07-16",7024,25,4,29
"2020-07-16",7027,27,4,31
"2020-07-16",7029,19,5,24
"2020-07-16",7030,27,5,32
"2020-07-16",7033,20,4,24
"2020-07-16",7037,23,4,27
"2020-07-16",7039,30,4,34
"2020-07-16",7043,26,4,30
"2020-07-16",7051,26,5,31
"2020-07-16",7065,27,5,32
"2020-07-16",7146,24,5,29
"2020-07-16",7159,20,1,21
"2020-07-16",7169,27,3,30
"2020-07-16",8015,15,4,19
"2020-07-16",8019,25,5,30
"2020-07-16",8023,17,3,20
"2020-07-17",2007,27,5,32
"2020-07-17",2074,20,2,22
"2020-07-17",3067,24,3,27
"2020-07-17",3117,23,5,28
"2020-07-17",4001,28,3,31
"2020-07-17",4038,24,2,26
"2020-07-17",5005,16,4,20
"2020-07-17",5133,25,3,28
"2020-07-17",5137,29,4,33
"2020-07-17",5139,17,3,20
"2020-07-17",5140,26,5,31
"2020-07-17",5145,25,4,29
"2020-07-17",6004,17,4,21
"2020-07-17",6005,27,4,31
"2020-07-17",6011,29,3,32
"2020-07-17",6021,21,5,26
"2020-07-17",6028,17,4,21
"2020-07-17",6033,25,4,29
"2020-07-17",6047,26,5,31
"2020-07-17",6126,27,5,32
"2020-07-17",6129,21,5,26
"2020-07-17",6130,29,5,34
"2020-07-17",6131,22,2,24
"2020-07-17",6133,25,3,28
"2020-07-17",6134,22,3,25
"2020-07-17",7007,26,5,31
"2020-07-17",7008,25,3,28
"2020-07-17",7010,24,5,29
"2020-07-17",7018,25,5,30
"2020-07-17",7019,21,3,24
"2020-07-17",7022,29,5,34
"2020-07-17",7023,28,4,32
"2020-07-17",7024,24,4,28
"2020-07-17",7027,29,3,32
"2020-07-17",7029,25,5,30
"2020-07-17",7030,29,4,33
"2020-07-17",7033,20,4,24
"2020-07-17",7037,25,5,30
"2020-07-17",7039,28,4,32
"2020-07-17",7043,18,4,22
"2020-07-17",7051,26,5,31
"2020-07-17",7065,25,4,29
"2020-07-17",7146,25,5,30
"2020-07-17",7159,23,1,24
"2020-07-17",7169,23,4,27
"2020-07-17",8015,17,4,21
"2020-07-17",8019,26,4,30
"2020-07-17",8023,14,2,16
"2020-07-18",2007,21,4,25
"2020-07-18",2074,13,1,14
"2020-07-18",3067,21,4,25
"2020-07-18",3117,24,4,28
"2020-07-18",4001,26,4,30
"2020-07-18",4038,23,4,27
"2020-07-18",5005,17,5,22
"2020-07-18",5133,24,3,27
"2020-07-18",5137,24,4,28
"2020-07-18",5139,19,2,21
"2020-07-18",5140,26,5,31
"2020-07-18",5145,21,2,23
"2020-07-18",6004,16,2,18
"2020-07-18",6005,25,5,30
"2020-07-18",6011,26,4,30
"2020-07-18",6021,24,4,28
"2020-07-18",6028,20,4,24
"2020-07-18",6033,23,4,27
"2020-07-18",6047,27,5,32
"2020-07-18",6126,27,5,32
"2020-07-18",6129,24,3,27
"2020-07-18",6130,24,4,28
"2020-07-18",6131,25,2,27
"2020-07-18",6133,23,3,26
"2020-07-18",6134,25,5,30
"2020-07-18",7007,25,5,30
"2020-07-18",7008,28,5,33
"2020-07-18",7010,17,4,21
"2020-07-18",7018,27,5,32
"2020-07-18",7019,20,4,24
"2020-07-18",7022,27,4,31
"2020-07-18",7023,24,4,28
"2020-07-18",7024,22,4,26
"2020-07-18",7027,29,5,34
"2020-07-18",7029,22,5,27
"2020-07-18",7030,28,4,32
"2020-07-18",7033,21,4,25
"2020-07-18",7037,21,4,25
"2020-07-18",7039,30,5,35
"2020-07-18",7043,21,4,25
"2020-07-18",7051,26,5,31
"2020-07-18",7065,23,5,28
"2020-07-18",7146,29,5,34
"2020-07-18",7159,21,2,23
"2020-07-18",7169,25,5,30
"2020-07-18",8015,20,5,25
"2020-07-18",8019,24,5,29
"2020-07-18",8023,22,3,25
"2020-07-19",2007,24,5,29
"2020-07-19",2074,19,1,20
"2020-07-19",3067,22,5,27
"2020-07-19",3117,25,5,30
"2020-07-19",4001,26,3,29
"2020-07-19",4038,25,4,29
"2020-07-19",5005,15,5,20
"2020-07-19",5133,23,4,27
"2020-07-19",5137,26,4,30
"2020-07-19",5139,22,4,26
"2020-07-19",5140,22,5,27
"2020-07-19",5145,26,4,30
"2020-07-19",6004,22,4,26
"2020-07-19",6005,23,5,28
"2020-07-19",6011,29,4,33
"2020-07-19",6021,24,5,29
"2020-07-19",6028,27,5,32
"2020-07-19",6033,18,3,21
"2020-07-19",6047,20,5,25
"2020-07-19",6126,30,5,35
"2020-07-19",6129,21,3,24
"2020-07-19",6130,25,4,29
"2020-07-19",6131,14,2,16
"2020-07-19",6133,17,2,19
"2020-07-19",6134,28,4,32
"2020-07-19",7007,23,5,28
"2020-07-19",7008,23,5,28
"2020-07-19",7010,18,5,23
"2020-07-19",7018,25,5,30
"2020-07-19",7019,26,5,31
"2020-07-19",7022,27,5,32
"2020-07-19",7023,26,3,29
"2020-07-19",7024,19,4,23
"2020-07-19",7027,23,5,28
"2020-07-19",7029,24,5,29
"2020-07-19",7030,30,5,35
"2020-07-19",7033,21,4,25
"2020-07-19",7037,29,4,33
"2020-07-19",7039,27,5,32
"2020-07-19",7043,22,5,27
"2020-07-19",7051,23,5,28
"2020-07-19",7065,24,5,29
"2020-07-19",7146,18,5,23
"2020-07-19",7159,22,1,23
"2020-07-19",7169,30,4,34
"2020-07-19",8015,21,5,26
"2020-07-19",8019,21,5,26
"2020-07-19",8023,21,4,25
"2020-07-20",2007,17,5,22
"2020-07-20",2074,20,2,22
"2020-07-20",3067,26,4,30
"2020-07-20",3117,25,5,30
"2020-07-20",4001,25,4,29
"2020-07-20",4038,25,5,30
"2020-07-20",5005,15,3,18
"2020-07-20",5133,23,4,27
"2020-07-20",5137,19,5,24
"2020-07-20",5139,24,4,28
"2020-07-20",5140,21,3,24
"2020-07-20",5145,25,4,29
"2020-07-20",6004,20,4,24
"2020-07-20",6005,24,5,29
"2020-07-20",6011,24,3,27
"2020-07-20",6021,19,5,24
"2020-07-20",6028,26,5,31
"2020-07-20",6033,20,3,23
"2020-07-20",6047,25,5,30
"2020-07-20",6126,28,4,32
"2020-07-20",6129,19,3,22
"2020-07-20",6130,23,2,25
"2020-07-20",6131,19,2,21
"2020-07-20",6133,21,1,22
"2020-07-20",6134,25,3,28
"2020-07-20",7007,24,5,29
"2020-07-20",7008,24,4,28
"2020-07-20",7010,25,5,30
"2020-07-20",7018,24,5,29
"2020-07-20",7019,19,4,23
"2020-07-20",7022,17,3,20
"2020-07-20",7023,24,3,27
"2020-07-20",7024,20,4,24
"2020-07-20",7027,27,4,31
"2020-07-20",7029,24,4,28
"2020-07-20",7030,25,4,29
"2020-07-20",7033,24,5,29
"2020-07-20",7037,21,4,25
"2020-07-20",7039,27,5,32
"2020-07-20",7043,23,5,28
"2020-07-20",7051,21,3,24
"2020-07-20",7065,25,5,30
"2020-07-20",7146,21,5,26
"2020-07-20",7159,20,1,21
"2020-07-20",7169,25,4,29
"2020-07-20",8015,21,5,26
"2020-07-20",8019,25,5,30
"2020-07-20",8023,21,4,25
"2020-07-21",2007,22,5,27
"2020-07-21",2074,16,2,18
"2020-07-21",3067,19,4,23
"2020-07-21",3117,22,5,27
"2020-07-21",4001,19,4,23
"2020-07-21",4038,25,3,28
"2020-07-21",5005,19,5,24
"2020-07-21",5133,25,4,29
"2020-07-21",5137,22,4,26
"2020-07-21",5139,22,3,25
"2020-07-21",5140,23,5,28
"2020-07-21",5145,20,3,23
"2020-07-21",6004,14,3,17
"2020-07-21",6005,25,3,28
"2020-07-21",6011,30,4,34
"2020-07-21",6021,23,4,27
"2020-07-21",6028,28,5,33
"2020-07-21",6033,23,3,26
"2020-07-21",6047,26,5,31
"2020-07-21",6126,20,5,25
"2020-07-21",6129,22,4,26
"2020-07-21",6130,21,4,25
"2020-07-21",6131,24,2,26
"2020-07-21",6133,18,2,20
"2020-07-21",6134,23,3,26
"2020-07-21",7007,24,5,29
"2020-07-21",7008,26,4,30
"2020-07-21",7010,20,5,25
"2020-07-21",7018,24,4,28
"2020-07-21",7019,20,4,24
"2020-07-21",7022,23,5,28
"2020-07-21",7023,28,5,33
"2020-07-21",7024,20,5,25
"2020-07-21",7027,23,5,28
"2020-07-21",7029,16,2,18
"2020-07-21",7030,28,4,32
"2020-07-21",7033,22,5,27
"2020-07-21",7037,24,5,29
"2020-07-21",7039,27,5,32
"2020-07-21",7043,26,5,31
"2020-07-21",7051,25,5,30
"2020-07-21",7065,24,5,29
"2020-07-21",7146,25,5,30
"2020-07-21",7159,16,1,17
"2020-07-21",7169,21,3,24
"2020-07-21",8015,25,3,28
"2020-07-21",8019,25,4,29
"2020-07-21",8023,26,4,30
"2020-07-22",2007,21,2,23
"2020-07-22",2074,12,1,13
"2020-07-22",3067,26,5,31
"2020-07-22",3117,23,4,27
"2020-07-22",4001,21,2,23
"2020-07-22",4038,28,4,32
"2020-07-22",5005,21,4,25
"2020-07-22",5133,22,3,25
"2020-07-22",5137,20,3,23
"2020-07-22",5139,24,4,28
"2020-07-22",5140,23,4,27
"2020-07-22",5145,26,4,30
"2020-07-22",6004,24,5,29
"2020-07-22",6005,21,3,24
"2020-07-22",6011,26,4,30
"2020-07-22",6021,21,4,25
"2020-07-22",6028,23,5,28
"2020-07-22",6033,26,4,30
"2020-07-22",6047,29,5,34
"2020-07-22",6126,27,5,32
"2020-07-22",6129,20,4,24
"2020-07-22",6130,14,2,16
"2020-07-22",6131,20,2,22
"2020-07-22",6133,23,2,25
"2020-07-22",6134,29,4,33
"2020-07-22",7007,26,5,31
"2020-07-22",7008,19,3,22
"2020-07-22",7010,25,5,30
"2020-07-22",7018,27,4,31
"2020-07-22",7019,24,5,29
"2020-07-22",7022,26,5,31
"2020-07-22",7023,24,3,27
"2020-07-22",7024,24,4,28
"2020-07-22",7027,27,5,32
"2020-07-22",7029,19,4,23
"2020-07-22",7030,25,3,28
"2020-07-22",7033,19,5,24
"2020-07-22",7037,24,4,28
"2020-07-22",7039,28,5,33
"2020-07-22",7043,27,4,31
"2020-07-22",7051,24,5,29
"2020-07-22",7065,20,5,25
"2020-07-22",7146,24,5,29
"2020-07-22",7159,22,1,23
"2020-07-22",7169,20,4,24
"2020-07-22",8015,22,4,26
"2020-07-22",8019,25,4,29
"2020-07-22",8023,28,5,33
"2020-07-23",2007,27,5,32
"2020-07-23",2074,10,2,12
"2020-07-23",3067,21,4,25
"2020-07-23",3117,25,4,29
"2020-07-23",4001,17,3,20
"2020-07-23",4038,28,4,32
"2020-07-23",5005,11,3,14
"2020-07-23",5133,26,5,31
"2020-07-23",5137,21,4,25
"2020-07-23",5139,26,5,31
"2020-07-23",5140,26,5,31
"2020-07-23",5145,26,4,30
"2020-07-23",6004,18,5,23
"2020-07-23",6005,25,5,30
"2020-07-23",6011,27,3,30
"2020-07-23",6021,16,2,18
"2020-07-23",6028,26,4,30
"2020-07-23",6033,22,4,26
"2020-07-23",6047,23,5,28
"2020-07-23",6126,26,5,31
"2020-07-23",6129,21,4,25
"2020-07-23",6130,19,3,22
"2020-07-23",6131,20,2,22
"2020-07-23",6133,22,4,26
"2020-07-23",6134,28,4,32
"2020-07-23",7007,20,5,25
"2020-07-23",7008,24,4,28
"2020-07-23",7010,23,5,28
"2020-07-23",7018,23,4,27
"2020-07-23",7019,22,4,26
"2020-07-23",7022,24,5,29
"2020-07-23",7023,23,4,27
"2020-07-23",7024,23,4,27
"2020-07-23",7027,28,5,33
"2020-07-23",7029,23,4,27
"2020-07-23",7030,25,5,30
"2020-07-23",7033,24,4,28
"2020-07-23",7037,22,4,26
"2020-07-23",7039,29,5,34
"2020-07-23",7043,22,5,27
"2020-07-23",7051,26,4,30
"2020-07-23",7065,24,4,28
"2020-07-23",7146,20,5,25
"2020-07-23",7159,19,2,21
"2020-07-23",7169,25,5,30
"2020-07-23",8015,20,4,24
"2020-07-23",8019,23,5,28
"2020-07-23",8023,23,5,28
"2020-07-24",2007,24,4,28
"2020-07-24",2074,11,2,13
"2020-07-24",3067,19,4,23
"2020-07-24",3117,23,4,27
"2020-07-24",4001,23,3,26
"2020-07-24",4038,29,5,34
"2020-07-24",5005,15,4,19
"2020-07-24",5133,24,4,28
"2020-07-24",5137,23,4,27
"2020-07-24",5139,26,4,30
"2020-07-24",5140,19,4,23
"2020-07-24",5145,23,4,27
"2020-07-24",6004,22,3,25
"2020-07-24",6005,26,5,31
"2020-07-24",6011,28,3,31
"2020-07-24",6021,20,2,22
"2020-07-24",6028,28,5,33
"2020-07-24",6033,19,5,24
"2020-07-24",6047,29,5,34
"2020-07-24",6126,26,4,30
"2020-07-24",6129,27,4,31
"2020-07-24",6130,26,3,29
"2020-07-24",6131,20,2,22
"2020-07-24",6133,20,4,24
"2020-07-24",6134,23,4,27
"2020-07-24",7007,28,5,33
"2020-07-24",7008,26,4,30
"2020-07-24",7010,26,5,31
"2020-07-24",7018,23,5,28
"2020-07-24",7019,21,4,25
"2020-07-24",7022,27,5,32
"2020-07-24",7023,26,5,31
"2020-07-24",7024,26,4,30
"2020-07-24",7027,28,3,31
"2020-07-24",7029,24,5,29
"2020-07-24",7030,30,3,33
"2020-07-24",7033,20,3,23
"2020-07-24",7037,21,3,24
"2020-07-24",7039,29,5,34
"2020-07-24",7043,19,4,23
"2020-07-24",7051,26,4,30
"2020-07-24",7065,26,4,30
"2020-07-24",7146,24,5,29
"2020-07-24",7159,24,2,26
"2020-07-24",7169,21,5,26
"2020-07-24",8015,20,4,24
"2020-07-24",8019,25,3,28
"2020-07-24",8023,26,5,31
"2020-07-25",2007,19,4,23
"2020-07-25",2074,16,2,18
"2020-07-25",3067,23,4,27
"2020-07-25",3117,27,4,31
"2020-07-25",4001,24,3,27
"2020-07-25",4038,24,5,29
"2020-07-25",5005,17,4,21
"2020-07-25",5133,27,3,30
"2020-07-25",5137,19,3,22
"2020-07-25",5139,23,4,27
"2020-07-25",5140,25,5,30
"2020-07-25",5145,23,4,27
"2020-07-25",6004,23,3,26
"2020-07-25",6005,20,4,24
"2020-07-25",6011,29,3,32
"2020-07-25",6021,22,3,25
"2020-07-25",6028,28,5,33
"2020-07-25",6033,26,5,31
"2020-07-25",6047,28,5,33
"2020-07-25",6126,28,5,33
"2020-07-25",6129,23,3,26
"2020-07-25",6130,25,4,29
"2020-07-25",6131,24,2,26
"2020-07-25",6133,22,4,26
"2020-07-25",6134,24,4,28
"2020-07-25",7007,26,4,30
"2020-07-25",7008,19,4,23
"2020-07-25",7010,19,4,23
"2020-07-25",7018,23,5,28
"2020-07-25",7019,23,4,27
"2020-07-25",7022,26,5,31
"2020-07-25",7023,27,5,32
"2020-07-25",7024,23,3,26
"2020-07-25",7027,24,5,29
"2020-07-25",7029,20,4,24
"2020-07-25",7030,27,5,32
"2020-07-25",7033,25,4,29
"2020-07-25",7037,25,5,30
"2020-07-25",7039,29,5,34
"2020-07-25",7043,26,3,29
"2020-07-25",7051,23,5,28
"2020-07-25",7065,21,5,26
"2020-07-25",7146,20,5,25
"2020-07-25",7159,20,3,23
"2020-07-25",7169,28,5,33
"2020-07-25",8015,26,5,31
"2020-07-25",8019,24,2,26
"2020-07-25",8023,26,3,29
"2020-07-26",2007,21,3,24
"2020-07-26",2074,18,2,20
"2020-07-26",3067,21,4,25
"2020-07-26",3117,18,4,22
"2020-07-26",4001,10,2,12
"2020-07-26",4038,26,3,29
"2020-07-26",5005,14,5,19
"2020-07-26",5133,25,2,27
"2020-07-26",5137,29,5,34
"2020-07-26",5139,20,3,23
"2020-07-26",5140,24,4,28
"2020-07-26",5145,22,4,26
"2020-07-26",6004,29,4,33
"2020-07-26",6005,25,5,30
"2020-07-26",6011,15,3,18
"2020-07-26",6021,27,5,32
"2020-07-26",6028,18,5,23
"2020-07-26",6033,22,4,26
"2020-07-26",6047,25,5,30
"2020-07-26",6126,25,4,29
"2020-07-26",6129,18,4,22
"2020-07-26",6130,23,3,26
"2020-07-26",6131,19,2,21
"2020-07-26",6133,18,4,22
"2020-07-26",6134,20,4,24
"2020-07-26",7007,25,5,30
"2020-07-26",7008,20,3,23
"2020-07-26",7010,21,5,26
"2020-07-26",7018,21,4,25
"2020-07-26",7019,20,5,25
"2020-07-26",7022,18,5,23
"2020-07-26",7023,26,4,30
"2020-07-26",7024,24,4,28
"2020-07-26",7027,28,4,32
"2020-07-26",7029,26,5,31
"2020-07-26",7030,29,4,33
"2020-07-26",7033,19,2,21
"2020-07-26",7037,22,4,26
"2020-07-26",7039,30,5,35
"2020-07-26",7043,23,5,28
"2020-07-26",7051,24,5,29
"2020-07-26",7065,23,4,27
"2020-07-26",7146,23,4,27
"2020-07-26",7159,23,3,26
"2020-07-26",7169,24,4,28
"2020-07-26",8015,19,4,23
"2020-07-26",8019,22,3,25
"2020-07-26",8023,21,5,26
"2020-07-27",2007,18,2,20
"2020-07-27",2074,9,1,10
"2020-07-27",3067,18,3,21
"2020-07-27",3117,13,3,16
"2020-07-27",4001,20,3,23
"2020-07-27",4038,17,4,21
"2020-07-27",5005,10,3,13
"2020-07-27",5133,16,2,18
"2020-07-27",5137,19,5,24
"2020-07-27",5139,22,3,25
"2020-07-27",5140,18,3,21
"2020-07-27",5145,17,3,20
"2020-07-27",6004,19,3,22
"2020-07-27",6005,21,4,25
"2020-07-27",6011,26,3,29
"2020-07-27",6021,18,3,21
"2020-07-27",6028,17,4,21
"2020-07-27",6033,11,3,14
"2020-07-27",6047,26,5,31
"2020-07-27",6126,20,4,24
"2020-07-27",6129,24,4,28
"2020-07-27",6130,15,2,17
"2020-07-27",6131,17,4,21
"2020-07-27",6133,18,1,19
"2020-07-27",6134,18,4,22
"2020-07-27",7007,21,4,25
"2020-07-27",7008,19,3,22
"2020-07-27",7010,10,5,15
"2020-07-27",7018,21,4,25
"2020-07-27",7019,14,3,17
"2020-07-27",7022,15,4,19
"2020-07-27",7023,19,3,22
"2020-07-27",7024,18,4,22
"2020-07-27",7027,24,4,28
"2020-07-27",7029,25,5,30
"2020-07-27",7030,17,3,20
"2020-07-27",7033,15,3,18
"2020-07-27",7037,19,5,24
"2020-07-27",7039,26,5,31
"2020-07-27",7043,19,4,23
"2020-07-27",7051,20,5,25
"2020-07-27",7065,23,4,27
"2020-07-27",7146,13,3,16
"2020-07-27",7159,20,2,22
"2020-07-27",7169,26,5,31
"2020-07-27",8015,17,5,22
"2020-07-27",8019,20,2,22
"2020-07-27",8023,22,4,26
"2020-07-31",2007,21,4,25
"2020-07-31",2074,13,1,14
"2020-07-31",3067,24,4,28
"2020-07-31",3117,24,3,27
"2020-07-31",4001,23,4,27
"2020-07-31",4038,25,3,28
"2020-07-31",4072,21,2,23
"2020-07-31",5005,17,4,21
"2020-07-31",5133,25,3,28
"2020-07-31",5135,22,2,24
"2020-07-31",5137,20,4,24
"2020-07-31",5139,23,4,27
"2020-07-31",5140,18,4,22
"2020-07-31",5145,24,4,28
"2020-07-31",6004,16,3,19
"2020-07-31",6005,23,3,26
"2020-07-31",6011,20,3,23
"2020-07-31",6021,23,4,27
"2020-07-31",6028,16,3,19
"2020-07-31",6030,19,4,23
"2020-07-31",6033,20,3,23
"2020-07-31",6039,13,1,14
"2020-07-31",6047,24,4,28
"2020-07-31",6050,7,1,8
"2020-07-31",6126,26,4,30
"2020-07-31",6129,26,4,30
"2020-07-31",6130,18,2,20
"2020-07-31",6131,22,4,26
"2020-07-31",6133,10,3,13
"2020-07-31",6134,26,3,29
"2020-07-31",7007,10,1,11
"2020-07-31",7008,14,3,17
"2020-07-31",7010,13,4,17
"2020-07-31",7018,24,4,28
"2020-07-31",7019,17,4,21
"2020-07-31",7022,24,4,28
"2020-07-31",7023,16,3,19
"2020-07-31",7024,20,4,24
"2020-07-31",7027,27,4,31
"2020-07-31",7029,23,4,27
"2020-07-31",7030,24,3,27
"2020-07-31",7033,18,3,21
"2020-07-31",7037,29,3,32
"2020-07-31",7039,28,4,32
"2020-07-31",7043,16,4,20
"2020-07-31",7051,25,3,28
"2020-07-31",7065,18,4,22
"2020-07-31",7146,18,4,22
"2020-07-31",7159,26,3,29
"2020-07-31",7169,18,3,21
"2020-07-31",8015,21,3,24
"2020-07-31",8019,17,2,19
"2020-07-31",8023,10,2,12
"2020-08-01",2007,17,4,21
"2020-08-01",2074,16,2,18
"2020-08-01",3067,21,3,24
"2020-08-01",3117,22,2,24
"2020-08-01",4001,25,3,28
"2020-08-01",4038,27,3,30
"2020-08-01",4072,18,4,22
"2020-08-01",5005,19,3,22
"2020-08-01",5133,27,4,31
"2020-08-01",5135,19,2,21
"2020-08-01",5137,23,3,26
"2020-08-01",5139,22,2,24
"2020-08-01",5140,18,2,20
"2020-08-01",5145,24,3,27
"2020-08-01",6004,16,3,19
"2020-08-01",6005,20,3,23
"2020-08-01",6011,18,3,21
"2020-08-01",6021,18,3,21
"2020-08-01",6028,24,2,26
"2020-08-01",6030,22,2,24
"2020-08-01",6033,23,4,27
"2020-08-01",6039,14,2,16
"2020-08-01",6047,27,4,31
"2020-08-01",6050,19,2,21
"2020-08-01",6126,24,4,28
"2020-08-01",6129,17,3,20
"2020-08-01",6130,16,2,18
"2020-08-01",6131,25,4,29
"2020-08-01",6134,24,3,27
"2020-08-01",7010,25,4,29
"2020-08-01",7018,26,4,30
"2020-08-01",7019,21,3,24
"2020-08-01",7022,27,3,30
"2020-08-01",7023,29,4,33
"2020-08-01",7024,23,3,26
"2020-08-01",7027,21,3,24
"2020-08-01",7029,26,4,30
"2020-08-01",7030,29,4,33
"2020-08-01",7033,24,4,28
"2020-08-01",7037,29,3,32
"2020-08-01",7039,25,4,29
"2020-08-01",7043,18,3,21
"2020-08-01",7051,25,4,29
"2020-08-01",7065,23,4,27
"2020-08-01",7146,22,3,25
"2020-08-01",7159,23,2,25
"2020-08-01",7169,22,4,26
"2020-08-01",8015,21,4,25
"2020-08-02",2007,17,4,21
"2020-08-02",2074,17,2,19
"2020-08-02",3067,24,3,27
"2020-08-02",3117,21,4,25
"2020-08-02",4001,21,4,25
"2020-08-02",4038,25,4,29
"2020-08-02",4072,18,4,22
"2020-08-02",5005,16,4,20
"2020-08-02",5133,23,4,27
"2020-08-02",5135,18,4,22
"2020-08-02",5137,26,4,30
"2020-08-02",5139,21,3,24
"2020-08-02",5140,23,4,27
"2020-08-02",5145,20,3,23
"2020-08-02",6004,17,3,20
"2020-08-02",6005,16,3,19
"2020-08-02",6011,24,2,26
"2020-08-02",6021,20,3,23
"2020-08-02",6028,14,4,18
"2020-08-02",6030,21,3,24
"2020-08-02",6033,16,3,19
"2020-08-02",6039,14,2,16
"2020-08-02",6047,24,4,28
"2020-08-02",6050,19,3,22
"2020-08-02",6126,28,4,32
"2020-08-02",6129,17,4,21
"2020-08-02",6130,17,3,20
"2020-08-02",6131,23,4,27
"2020-08-02",6134,24,3,27
"2020-08-02",7010,26,4,30
"2020-08-02",7018,28,4,32
"2020-08-02",7019,21,4,25
"2020-08-02",7022,24,4,28
"2020-08-02",7023,24,3,27
"2020-08-02",7024,21,3,24
"2020-08-02",7027,24,4,28
"2020-08-02",7029,21,4,25
"2020-08-02",7030,27,4,31
"2020-08-02",7033,24,3,27
"2020-08-02",7037,27,2,29
"2020-08-02",7039,26,4,30
"2020-08-02",7043,19,3,22
"2020-08-02",7051,23,4,27
"2020-08-02",7065,23,4,27
"2020-08-02",7146,21,4,25
"2020-08-02",7159,21,4,25
"2020-08-02",7169,23,4,27
"2020-08-02",8015,23,4,27
"2020-08-03",2007,17,4,21
"2020-08-03",2074,20,2,22
"2020-08-03",3067,17,3,20
"2020-08-03",3117,23,4,27
"2020-08-03",4001,22,3,25
"2020-08-03",4038,24,4,28
"2020-08-03",4072,14,4,18
"2020-08-03",5005,7,2,9
"2020-08-03",5133,23,4,27
"2020-08-03",5135,16,4,20
"2020-08-03",5137,22,4,26
"2020-08-03",5139,19,3,22
"2020-08-03",5140,19,3,22
"2020-08-03",5145,21,3,24
"2020-08-03",6004,11,3,14
"2020-08-03",6005,15,4,19
"2020-08-03",6011,27,3,30
"2020-08-03",6021,22,4,26
"2020-08-03",6028,23,4,27
"2020-08-03",6030,20,4,24
"2020-08-03",6033,17,3,20
"2020-08-03",6039,10,1,11
"2020-08-03",6047,25,4,29
"2020-08-03",6050,21,3,24
"2020-08-03",6126,25,4,29
"2020-08-03",6129,22,3,25
"2020-08-03",6130,16,3,19
"2020-08-03",6131,20,4,24
"2020-08-03",6134,23,4,27
"2020-08-03",7010,20,4,24
"2020-08-03",7018,23,3,26
"2020-08-03",7019,22,3,25
"2020-08-03",7022,22,4,26
"2020-08-03",7023,25,4,29
"2020-08-03",7024,15,3,18
"2020-08-03",7027,26,4,30
"2020-08-03",7029,21,4,25
"2020-08-03",7030,25,4,29
"2020-08-03",7033,24,4,28
"2020-08-03",7037,29,4,33
"2020-08-03",7039,19,4,23
"2020-08-03",7043,18,4,22
"2020-08-03",7051,19,4,23
"2020-08-03",7065,24,4,28
"2020-08-03",7146,16,4,20
"2020-08-03",7159,19,3,22
"2020-08-03",7169,29,4,33
"2020-08-03",8015,18,4,22
