"date","cow","unique_feed_bins_visited","unique_water_bins_visited","total_bins_visited"
"2021-01-07",6092,19,3,22
"2021-01-07",6121,4,1,5
"2021-01-07",7018,24,3,27
"2021-01-07",7019,22,5,27
"2021-01-07",7022,28,4,32
"2021-01-07",7024,2,0,2
"2021-01-07",7025,21,4,25
"2021-01-07",7027,4,1,5
"2021-01-07",7032,20,3,23
"2021-01-07",7033,22,4,26
"2021-01-07",7045,25,4,29
"2021-01-07",7046,28,4,32
"2021-01-07",7048,14,3,17
"2021-01-07",7055,25,3,28
"2021-01-07",7057,29,4,33
"2021-01-07",7064,27,5,32
"2021-01-07",7068,27,5,32
"2021-01-07",7078,25,2,27
"2021-01-07",7095,17,4,21
"2021-01-07",7110,23,4,27
"2021-01-08",2051,11,2,13
"2021-01-08",3119,27,4,31
"2021-01-08",3131,21,3,24
"2021-01-08",4008,27,4,31
"2021-01-08",4044,24,3,27
"2021-01-08",4080,25,4,29
"2021-01-08",5035,21,3,24
"2021-01-08",5041,20,2,22
"2021-01-08",5042,25,3,28
"2021-01-08",5046,18,5,23
"2021-01-08",5059,27,5,32
"2021-01-08",5061,17,3,20
"2021-01-08",5096,25,5,30
"2021-01-08",5100,24,4,28
"2021-01-08",5120,23,4,27
"2021-01-08",5124,20,5,25
"2021-01-08",5135,24,4,28
"2021-01-08",6005,16,3,19
"2021-01-08",6020,18,3,21
"2021-01-08",6022,24,3,27
"2021-01-08",6029,20,4,24
"2021-01-08",6041,23,3,26
"2021-01-08",6043,24,4,28
"2021-01-08",6050,20,3,23
"2021-01-08",6055,16,3,19
"2021-01-08",6061,29,3,32
"2021-01-08",6067,29,4,33
"2021-01-08",6084,22,4,26
"2021-01-08",6085,23,3,26
"2021-01-08",6087,19,4,23
"2021-01-08",6090,15,4,19
"2021-01-08",6092,22,5,27
"2021-01-08",7018,23,3,26
"2021-01-08",7019,18,4,22
"2021-01-08",7022,23,3,26
"2021-01-08",7025,18,3,21
"2021-01-08",7032,28,3,31
"2021-01-08",7033,25,5,30
"2021-01-08",7045,24,4,28
"2021-01-08",7046,27,5,32
"2021-01-08",7048,18,4,22
"2021-01-08",7055,26,5,31
"2021-01-08",7057,26,5,31
"2021-01-08",7064,27,5,32
"2021-01-08",7068,21,2,23
"2021-01-08",7078,25,3,28
"2021-01-08",7095,12,3,15
"2021-01-08",7110,24,5,29
"2021-01-09",2051,15,2,17
"2021-01-09",3119,24,3,27
"2021-01-09",3131,22,4,26
"2021-01-09",4008,25,5,30
"2021-01-09",4044,24,4,28
"2021-01-09",4080,18,3,21
"2021-01-09",5035,19,5,24
"2021-01-09",5041,24,2,26
"2021-01-09",5042,25,5,30
"2021-01-09",5046,19,4,23
"2021-01-09",5059,25,4,29
"2021-01-09",5061,17,4,21
"2021-01-09",5096,24,5,29
"2021-01-09",5100,24,4,28
"2021-01-09",5120,26,4,30
"2021-01-09",5124,23,4,27
"2021-01-09",5135,20,4,24
"2021-01-09",6005,26,4,30
"2021-01-09",6020,25,3,28
"2021-01-09",6022,26,3,29
"2021-01-09",6029,23,3,26
"2021-01-09",6041,20,3,23
"2021-01-09",6043,17,2,19
"2021-01-09",6050,18,2,20
"2021-01-09",6055,26,5,31
"2021-01-09",6061,29,4,33
"2021-01-09",6067,20,5,25
"2021-01-09",6084,24,5,29
"2021-01-09",6085,24,5,29
"2021-01-09",6087,17,4,21
"2021-01-09",6090,21,4,25
"2021-01-09",6092,24,5,29
"2021-01-09",7018,22,4,26
"2021-01-09",7019,17,4,21
"2021-01-09",7022,24,4,28
"2021-01-09",7025,22,4,26
"2021-01-09",7032,23,2,25
"2021-01-09",7033,19,4,23
"2021-01-09",7045,20,5,25
"2021-01-09",7046,28,4,32
"2021-01-09",7048,23,4,27
"2021-01-09",7055,19,3,22
"2021-01-09",7057,23,3,26
"2021-01-09",7064,20,3,23
"2021-01-09",7068,23,3,26
"2021-01-09",7078,24,3,27
"2021-01-09",7095,16,3,19
"2021-01-09",7110,26,5,31
"2021-01-10",2051,13,2,15
"2021-01-10",3119,26,5,31
"2021-01-10",3131,24,5,29
"2021-01-10",4008,21,5,26
"2021-01-10",4044,21,5,26
"2021-01-10",4080,23,4,27
"2021-01-10",5035,26,5,31
"2021-01-10",5041,28,3,31
"2021-01-10",5042,22,4,26
"2021-01-10",5046,15,4,19
"2021-01-10",5059,23,4,27
"2021-01-10",5061,18,4,22
"2021-01-10",5096,27,4,31
"2021-01-10",5100,25,4,29
"2021-01-10",5120,25,4,29
"2021-01-10",5124,22,5,27
"2021-01-10",5135,21,4,25
"2021-01-10",6005,26,5,31
"2021-01-10",6020,26,4,30
"2021-01-10",6022,26,4,30
"2021-01-10",6029,29,5,34
"2021-01-10",6041,22,4,26
"2021-01-10",6043,21,3,24
"2021-01-10",6050,25,5,30
"2021-01-10",6055,25,2,27
"2021-01-10",6061,28,4,32
"2021-01-10",6067,26,5,31
"2021-01-10",6084,24,5,29
"2021-01-10",6085,21,4,25
"2021-01-10",6087,20,3,23
"2021-01-10",6090,21,4,25
"2021-01-10",6092,24,4,28
"2021-01-10",7018,18,3,21
"2021-01-10",7019,18,4,22
"2021-01-10",7022,28,4,32
"2021-01-10",7025,19,3,22
"2021-01-10",7032,27,4,31
"2021-01-10",7033,27,5,32
"2021-01-10",7045,20,5,25
"2021-01-10",7046,28,4,32
"2021-01-10",7048,25,4,29
"2021-01-10",7055,27,4,31
"2021-01-10",7057,27,3,30
"2021-01-10",7064,22,4,26
"2021-01-10",7068,25,3,28
"2021-01-10",7078,28,4,32
"2021-01-10",7095,20,4,24
"2021-01-10",7110,24,4,28
"2021-01-11",2051,17,1,18
"2021-01-11",3119,23,4,27
"2021-01-11",3131,23,3,26
"2021-01-11",4008,20,4,24
"2021-01-11",4044,24,3,27
"2021-01-11",4080,25,4,29
"2021-01-11",5035,18,4,22
"2021-01-11",5041,25,3,28
"2021-01-11",5042,20,4,24
"2021-01-11",5046,26,3,29
"2021-01-11",5059,26,4,30
"2021-01-11",5061,17,4,21
"2021-01-11",5096,25,4,29
"2021-01-11",5100,26,4,30
"2021-01-11",5120,21,4,25
"2021-01-11",5124,20,5,25
"2021-01-11",5135,15,3,18
"2021-01-11",6005,23,4,27
"2021-01-11",6020,25,3,28
"2021-01-11",6022,22,3,25
"2021-01-11",6029,24,4,28
"2021-01-11",6041,21,4,25
"2021-01-11",6043,23,4,27
"2021-01-11",6050,18,4,22
"2021-01-11",6055,24,3,27
"2021-01-11",6061,28,3,31
"2021-01-11",6067,23,4,27
"2021-01-11",6084,22,4,26
"2021-01-11",6085,23,4,27
"2021-01-11",6087,21,4,25
"2021-01-11",6090,19,3,22
"2021-01-11",6092,22,3,25
"2021-01-11",7018,19,3,22
"2021-01-11",7019,23,4,27
"2021-01-11",7022,21,5,26
"2021-01-11",7025,26,3,29
"2021-01-11",7032,21,3,24
"2021-01-11",7033,18,4,22
"2021-01-11",7045,16,4,20
"2021-01-11",7046,28,5,33
"2021-01-11",7048,22,5,27
"2021-01-11",7055,23,4,27
"2021-01-11",7057,19,4,23
"2021-01-11",7064,22,4,26
"2021-01-11",7068,17,2,19
"2021-01-11",7078,20,4,24
"2021-01-11",7095,16,3,19
"2021-01-11",7110,22,4,26
"2021-01-12",2051,15,4,19
"2021-01-12",3119,20,4,24
"2021-01-12",3131,21,4,25
"2021-01-12",4008,26,5,31
"2021-01-12",4044,26,3,29
"2021-01-12",4080,23,4,27
"2021-01-12",5035,25,5,30
"2021-01-12",5041,25,4,29
"2021-01-12",5042,22,5,27
"2021-01-12",5046,14,4,18
"2021-01-12",5059,26,4,30
"2021-01-12",5061,21,3,24
"2021-01-12",5096,29,4,33
"2021-01-12",5100,26,3,29
"2021-01-12",5120,22,5,27
"2021-01-12",5124,18,4,22
"2021-01-12",5135,22,3,25
"2021-01-12",6005,23,4,27
"2021-01-12",6020,26,3,29
"2021-01-12",6022,29,4,33
"2021-01-12",6029,28,4,32
"2021-01-12",6041,24,5,29
"2021-01-12",6043,18,5,23
"2021-01-12",6050,24,3,27
"2021-01-12",6055,23,5,28
"2021-01-12",6061,26,4,30
"2021-01-12",6067,22,5,27
"2021-01-12",6084,21,5,26
"2021-01-12",6085,20,5,25
"2021-01-12",6087,17,4,21
"2021-01-12",6090,17,4,21
"2021-01-12",6092,22,3,25
"2021-01-12",7018,20,4,24
"2021-01-12",7019,22,3,25
"2021-01-12",7022,24,5,29
"2021-01-12",7025,24,4,28
"2021-01-12",7032,22,5,27
"2021-01-12",7033,24,4,28
"2021-01-12",7045,17,5,22
"2021-01-12",7046,28,5,33
"2021-01-12",7048,20,2,22
"2021-01-12",7055,26,4,30
"2021-01-12",7057,28,4,32
"2021-01-12",7064,18,4,22
"2021-01-12",7068,18,2,20
"2021-01-12",7078,27,3,30
"2021-01-12",7095,22,3,25
"2021-01-12",7110,21,3,24
"2021-01-13",2051,20,4,24
"2021-01-13",3119,20,3,23
"2021-01-13",3131,24,5,29
"2021-01-13",4008,24,4,28
"2021-01-13",4044,22,4,26
"2021-01-13",4080,25,4,29
"2021-01-13",5035,21,5,26
"2021-01-13",5041,27,4,31
"2021-01-13",5042,28,4,32
"2021-01-13",5046,17,3,20
"2021-01-13",5059,28,4,32
"2021-01-13",5061,17,3,20
"2021-01-13",5096,27,5,32
"2021-01-13",5100,25,3,28
"2021-01-13",5120,22,3,25
"2021-01-13",5124,21,5,26
"2021-01-13",5135,23,4,27
"2021-01-13",6005,16,5,21
"2021-01-13",6020,29,4,33
"2021-01-13",6022,27,5,32
"2021-01-13",6029,25,4,29
"2021-01-13",6041,24,3,27
"2021-01-13",6043,24,3,27
"2021-01-13",6050,24,4,28
"2021-01-13",6055,25,4,29
"2021-01-13",6061,27,4,31
"2021-01-13",6067,26,5,31
"2021-01-13",6084,22,5,27
"2021-01-13",6085,24,5,29
"2021-01-13",6087,22,4,26
"2021-01-13",6090,26,4,30
"2021-01-13",6092,26,5,31
"2021-01-13",7018,20,5,25
"2021-01-13",7019,23,4,27
"2021-01-13",7022,26,4,30
"2021-01-13",7025,27,4,31
"2021-01-13",7032,22,3,25
"2021-01-13",7033,25,4,29
"2021-01-13",7045,25,3,28
"2021-01-13",7046,29,4,33
"2021-01-13",7048,22,3,25
"2021-01-13",7055,23,4,27
"2021-01-13",7057,22,2,24
"2021-01-13",7064,25,5,30
"2021-01-13",7068,20,2,22
"2021-01-13",7078,27,4,31
"2021-01-13",7095,22,4,26
"2021-01-13",7110,27,5,32
"2021-01-14",2051,20,4,24
"2021-01-14",3119,21,4,25
"2021-01-14",3131,25,5,30
"2021-01-14",4008,26,4,30
"2021-01-14",4044,26,5,31
"2021-01-14",4080,18,4,22
"2021-01-14",5035,21,4,25
"2021-01-14",5041,27,4,31
"2021-01-14",5042,27,4,31
"2021-01-14",5046,18,4,22
"2021-01-14",5059,23,5,28
"2021-01-14",5061,25,4,29
"2021-01-14",5096,27,5,32
"2021-01-14",5100,25,4,29
"2021-01-14",5120,15,4,19
"2021-01-14",5124,16,4,20
"2021-01-14",5135,21,4,25
"2021-01-14",6005,21,3,24
"2021-01-14",6020,27,4,31
"2021-01-14",6022,29,5,34
"2021-01-14",6029,19,4,23
"2021-01-14",6041,28,4,32
"2021-01-14",6043,18,4,22
"2021-01-14",6050,19,5,24
"2021-01-14",6055,23,4,27
"2021-01-14",6061,27,3,30
"2021-01-14",6067,24,5,29
"2021-01-14",6084,22,4,26
"2021-01-14",6085,22,5,27
"2021-01-14",6087,12,3,15
"2021-01-14",6090,24,5,29
"2021-01-14",6092,23,4,27
"2021-01-14",7018,19,4,23
"2021-01-14",7019,15,5,20
"2021-01-14",7022,25,4,29
"2021-01-14",7025,26,4,30
"2021-01-14",7032,26,4,30
"2021-01-14",7033,27,4,31
"2021-01-14",7045,22,3,25
"2021-01-14",7046,29,4,33
"2021-01-14",7048,22,4,26
"2021-01-14",7055,23,4,27
"2021-01-14",7057,22,2,24
"2021-01-14",7064,27,5,32
"2021-01-14",7068,22,4,26
"2021-01-14",7078,26,4,30
"2021-01-14",7095,24,4,28
"2021-01-14",7110,28,5,33
"2021-01-15",2051,18,3,21
"2021-01-15",3119,20,3,23
"2021-01-15",3131,20,4,24
"2021-01-15",4008,27,4,31
"2021-01-15",4044,24,5,29
"2021-01-15",4080,26,4,30
"2021-01-15",5035,24,4,28
"2021-01-15",5041,26,4,30
"2021-01-15",5042,16,2,18
"2021-01-15",5046,18,4,22
"2021-01-15",5059,17,2,19
"2021-01-15",5061,16,3,19
"2021-01-15",5096,18,5,23
"2021-01-15",5100,26,5,31
"2021-01-15",5120,20,4,24
"2021-01-15",5124,23,4,27
"2021-01-15",5135,13,4,17
"2021-01-15",6005,25,4,29
"2021-01-15",6020,24,3,27
"2021-01-15",6022,29,3,32
"2021-01-15",6029,20,5,25
"2021-01-15",6041,21,4,25
"2021-01-15",6043,14,2,16
"2021-01-15",6050,22,5,27
"2021-01-15",6055,14,2,16
"2021-01-15",6061,22,5,27
"2021-01-15",6067,20,4,24
"2021-01-15",6084,21,4,25
"2021-01-15",6085,18,4,22
"2021-01-15",6087,20,4,24
"2021-01-15",6090,20,4,24
"2021-01-15",6092,26,5,31
"2021-01-15",7018,17,3,20
"2021-01-15",7019,12,5,17
"2021-01-15",7022,24,5,29
"2021-01-15",7025,27,5,32
"2021-01-15",7032,21,3,24
"2021-01-15",7033,24,4,28
"2021-01-15",7045,17,4,21
"2021-01-15",7046,28,4,32
"2021-01-15",7048,23,3,26
"2021-01-15",7055,25,5,30
"2021-01-15",7057,23,3,26
"2021-01-15",7064,20,4,24
"2021-01-15",7068,25,5,30
"2021-01-15",7078,24,4,28
"2021-01-15",7095,24,4,28
"2021-01-15",7110,23,3,26
"2021-01-16",2051,13,3,16
"2021-01-16",3119,19,3,22
"2021-01-16",3131,21,4,25
"2021-01-16",4008,26,4,30
"2021-01-16",4044,20,5,25
"2021-01-16",4080,25,4,29
"2021-01-16",5035,22,4,26
"2021-01-16",5041,22,4,26
"2021-01-16",5042,23,5,28
"2021-01-16",5046,13,4,17
"2021-01-16",5059,25,4,29
"2021-01-16",5061,18,3,21
"2021-01-16",5096,23,5,28
"2021-01-16",5100,24,4,28
"2021-01-16",5120,20,4,24
"2021-01-16",5124,21,5,26
"2021-01-16",5135,12,2,14
"2021-01-16",6005,23,4,27
"2021-01-16",6020,29,3,32
"2021-01-16",6022,27,5,32
"2021-01-16",6029,20,4,24
"2021-01-16",6041,24,4,28
"2021-01-16",6043,22,3,25
"2021-01-16",6050,17,3,20
"2021-01-16",6055,26,5,31
"2021-01-16",6061,23,3,26
"2021-01-16",6067,26,5,31
"2021-01-16",6084,23,3,26
"2021-01-16",6085,21,4,25
"2021-01-16",6087,25,4,29
"2021-01-16",6090,21,4,25
"2021-01-16",6092,23,4,27
"2021-01-16",7018,16,3,19
"2021-01-16",7019,11,3,14
"2021-01-16",7022,20,4,24
"2021-01-16",7025,23,5,28
"2021-01-16",7032,19,3,22
"2021-01-16",7033,28,4,32
"2021-01-16",7045,24,4,28
"2021-01-16",7046,28,4,32
"2021-01-16",7048,25,4,29
"2021-01-16",7055,17,3,20
"2021-01-16",7057,15,4,19
"2021-01-16",7064,17,3,20
"2021-01-16",7068,21,3,24
"2021-01-16",7078,22,3,25
"2021-01-16",7095,19,2,21
"2021-01-16",7110,22,4,26
"2021-01-17",2051,13,2,15
"2021-01-17",3119,21,3,24
"2021-01-17",3131,22,3,25
"2021-01-17",4008,21,3,24
"2021-01-17",4044,22,5,27
"2021-01-17",4080,22,3,25
"2021-01-17",5035,21,5,26
"2021-01-17",5041,25,4,29
"2021-01-17",5042,21,5,26
"2021-01-17",5046,12,3,15
"2021-01-17",5059,23,4,27
"2021-01-17",5061,21,5,26
"2021-01-17",5096,28,5,33
"2021-01-17",5100,27,4,31
"2021-01-17",5120,28,4,32
"2021-01-17",5124,19,4,23
"2021-01-17",5135,20,4,24
"2021-01-17",6005,20,4,24
"2021-01-17",6020,25,4,29
"2021-01-17",6022,25,4,29
"2021-01-17",6029,24,3,27
"2021-01-17",6041,24,4,28
"2021-01-17",6043,19,4,23
"2021-01-17",6050,23,4,27
"2021-01-17",6055,25,5,30
"2021-01-17",6061,24,3,27
"2021-01-17",6067,28,5,33
"2021-01-17",6084,23,4,27
"2021-01-17",6085,30,5,35
"2021-01-17",6087,18,4,22
"2021-01-17",6090,24,5,29
"2021-01-17",6092,24,5,29
"2021-01-17",7018,14,4,18
"2021-01-17",7019,17,3,20
"2021-01-17",7022,23,4,27
"2021-01-17",7025,24,5,29
"2021-01-17",7032,24,3,27
"2021-01-17",7033,28,5,33
"2021-01-17",7045,23,4,27
"2021-01-17",7046,25,3,28
"2021-01-17",7048,22,4,26
"2021-01-17",7055,26,4,30
"2021-01-17",7057,21,4,25
"2021-01-17",7064,25,5,30
"2021-01-17",7068,24,4,28
"2021-01-17",7078,23,4,27
"2021-01-17",7095,19,3,22
"2021-01-17",7110,21,3,24
"2021-01-18",2051,10,3,13
"2021-01-18",3119,20,4,24
"2021-01-18",3131,22,5,27
"2021-01-18",4008,23,4,27
"2021-01-18",4044,18,4,22
"2021-01-18",4080,23,5,28
"2021-01-18",5035,18,4,22
"2021-01-18",5041,27,4,31
"2021-01-18",5042,22,4,26
"2021-01-18",5046,12,3,15
"2021-01-18",5059,25,4,29
"2021-01-18",5061,17,4,21
"2021-01-18",5096,22,4,26
"2021-01-18",5100,25,4,29
"2021-01-18",5120,13,4,17
"2021-01-18",5124,19,5,24
"2021-01-18",5135,11,2,13
"2021-01-18",6005,27,4,31
"2021-01-18",6020,26,2,28
"2021-01-18",6022,24,4,28
"2021-01-18",6029,12,3,15
"2021-01-18",6041,26,4,30
"2021-01-18",6043,18,3,21
"2021-01-18",6050,14,5,19
"2021-01-18",6055,19,2,21
"2021-01-18",6061,19,2,21
"2021-01-18",6067,20,5,25
"2021-01-18",6084,19,4,23
"2021-01-18",6085,19,5,24
"2021-01-18",6087,16,4,20
"2021-01-18",6090,20,4,24
"2021-01-18",6092,26,5,31
"2021-01-18",7018,17,2,19
"2021-01-18",7019,20,3,23
"2021-01-18",7022,16,4,20
"2021-01-18",7025,21,5,26
"2021-01-18",7032,24,4,28
"2021-01-18",7033,22,4,26
"2021-01-18",7045,19,4,23
"2021-01-18",7046,22,3,25
"2021-01-18",7048,23,5,28
"2021-01-18",7055,23,5,28
"2021-01-18",7057,19,5,24
"2021-01-18",7064,20,4,24
"2021-01-18",7068,27,4,31
"2021-01-18",7078,20,3,23
"2021-01-18",7095,23,4,27
"2021-01-18",7110,20,5,25
"2021-01-19",2051,18,3,21
"2021-01-19",3119,19,3,22
"2021-01-19",3131,25,3,28
"2021-01-19",4008,23,3,26
"2021-01-19",4044,18,3,21
"2021-01-19",4080,27,4,31
"2021-01-19",5035,21,4,25
"2021-01-19",5041,24,3,27
"2021-01-19",5042,24,4,28
"2021-01-19",5046,21,4,25
"2021-01-19",5059,21,4,25
"2021-01-19",5061,23,5,28
"2021-01-19",5096,26,4,30
"2021-01-19",5100,26,3,29
"2021-01-19",5120,24,4,28
"2021-01-19",5124,11,4,15
"2021-01-19",5135,15,4,19
"2021-01-19",6005,25,5,30
"2021-01-19",6020,24,3,27
"2021-01-19",6022,26,5,31
"2021-01-19",6029,18,4,22
"2021-01-19",6041,18,4,22
"2021-01-19",6043,23,3,26
"2021-01-19",6050,14,4,18
"2021-01-19",6055,19,5,24
"2021-01-19",6061,27,3,30
"2021-01-19",6067,28,4,32
"2021-01-19",6084,20,4,24
"2021-01-19",6085,16,4,20
"2021-01-19",6087,23,3,26
"2021-01-19",6090,22,5,27
"2021-01-19",6092,24,4,28
"2021-01-19",7018,18,4,22
"2021-01-19",7019,17,3,20
"2021-01-19",7022,22,4,26
"2021-01-19",7025,26,4,30
"2021-01-19",7032,21,3,24
"2021-01-19",7033,21,3,24
"2021-01-19",7045,23,4,27
"2021-01-19",7046,27,4,31
"2021-01-19",7048,21,3,24
"2021-01-19",7055,28,5,33
"2021-01-19",7057,21,4,25
"2021-01-19",7064,24,4,28
"2021-01-19",7068,25,4,29
"2021-01-19",7078,25,3,28
"2021-01-19",7095,16,5,21
"2021-01-19",7110,20,4,24
"2021-01-20",2051,21,3,24
"2021-01-20",3119,18,3,21
"2021-01-20",3131,26,3,29
"2021-01-20",4008,21,3,24
"2021-01-20",4044,23,4,27
"2021-01-20",4080,26,4,30
"2021-01-20",5035,20,4,24
"2021-01-20",5041,21,3,24
"2021-01-20",5042,23,4,27
"2021-01-20",5046,18,4,22
"2021-01-20",5059,22,4,26
"2021-01-20",5061,24,4,28
"2021-01-20",5096,23,4,27
"2021-01-20",5100,25,4,29
"2021-01-20",5120,26,4,30
"2021-01-20",5124,10,5,15
"2021-01-20",5135,7,1,8
"2021-01-20",6005,24,5,29
"2021-01-20",6020,24,3,27
"2021-01-20",6022,28,4,32
"2021-01-20",6029,20,4,24
"2021-01-20",6041,23,4,27
"2021-01-20",6043,20,4,24
"2021-01-20",6050,19,3,22
"2021-01-20",6055,19,3,22
"2021-01-20",6061,27,3,30
"2021-01-20",6067,22,5,27
"2021-01-20",6084,27,3,30
"2021-01-20",6085,23,4,27
"2021-01-20",6087,23,4,27
"2021-01-20",6090,18,4,22
"2021-01-20",6092,27,3,30
"2021-01-20",7018,18,3,21
"2021-01-20",7019,18,2,20
"2021-01-20",7022,18,4,22
"2021-01-20",7025,25,5,30
"2021-01-20",7032,27,5,32
"2021-01-20",7033,25,4,29
"2021-01-20",7045,21,4,25
"2021-01-20",7046,29,5,34
"2021-01-20",7048,24,5,29
"2021-01-20",7055,23,4,27
"2021-01-20",7057,20,4,24
"2021-01-20",7064,21,4,25
"2021-01-20",7068,16,3,19
"2021-01-20",7078,24,4,28
"2021-01-20",7095,21,3,24
"2021-01-20",7110,25,3,28
"2021-01-21",2051,19,4,23
"2021-01-21",3119,17,4,21
"2021-01-21",3131,11,3,14
"2021-01-21",4008,27,4,31
"2021-01-21",4044,21,4,25
"2021-01-21",4080,27,5,32
"2021-01-21",5035,21,4,25
"2021-01-21",5041,25,4,29
"2021-01-21",5042,27,5,32
"2021-01-21",5046,16,3,19
"2021-01-21",5059,28,4,32
"2021-01-21",5061,17,5,22
"2021-01-21",5096,27,3,30
"2021-01-21",5100,23,4,27
"2021-01-21",5120,18,3,21
"2021-01-21",5124,20,5,25
"2021-01-21",6005,22,4,26
"2021-01-21",6020,30,4,34
"2021-01-21",6022,29,5,34
"2021-01-21",6029,23,5,28
"2021-01-21",6041,27,4,31
"2021-01-21",6043,25,3,28
"2021-01-21",6050,25,5,30
"2021-01-21",6055,25,5,30
"2021-01-21",6061,26,3,29
"2021-01-21",6067,22,5,27
"2021-01-21",6084,25,5,30
"2021-01-21",6085,28,5,33
"2021-01-21",6086,7,2,9
"2021-01-21",6087,22,4,26
"2021-01-21",6090,23,4,27
"2021-01-21",6092,22,4,26
"2021-01-21",7018,11,3,14
"2021-01-21",7022,25,4,29
"2021-01-21",7025,25,4,29
"2021-01-21",7032,25,5,30
"2021-01-21",7033,24,4,28
"2021-01-21",7045,22,5,27
"2021-01-21",7046,27,5,32
"2021-01-21",7048,26,4,30
"2021-01-21",7055,8,2,10
"2021-01-21",7057,23,4,27
"2021-01-21",7064,26,4,30
"2021-01-21",7068,26,4,30
"2021-01-21",7078,26,4,30
"2021-01-21",7095,24,4,28
"2021-01-21",7109,22,4,26
"2021-01-21",7110,18,4,22
"2021-01-21",7114,25,4,29
"2021-01-21",7116,17,2,19
"2021-01-21",7136,18,3,21
"2021-01-22",2051,14,4,18
"2021-01-22",4008,22,3,25
"2021-01-22",4044,21,5,26
"2021-01-22",4080,21,5,26
"2021-01-22",5035,23,4,27
"2021-01-22",5041,23,4,27
"2021-01-22",5042,22,4,26
"2021-01-22",5046,24,4,28
"2021-01-22",5059,20,4,24
"2021-01-22",5061,17,4,21
"2021-01-22",5096,28,3,31
"2021-01-22",5100,25,4,29
"2021-01-22",5120,22,4,26
"2021-01-22",5124,20,4,24
"2021-01-22",6005,22,5,27
"2021-01-22",6020,22,3,25
"2021-01-22",6022,26,5,31
"2021-01-22",6029,21,5,26
"2021-01-22",6041,24,4,28
"2021-01-22",6043,20,4,24
"2021-01-22",6050,19,5,24
"2021-01-22",6055,21,5,26
"2021-01-22",6061,27,5,32
"2021-01-22",6067,19,4,23
"2021-01-22",6084,24,4,28
"2021-01-22",6085,24,5,29
"2021-01-22",6086,16,2,18
"2021-01-22",6087,18,4,22
"2021-01-22",6090,22,4,26
"2021-01-22",6092,22,4,26
"2021-01-22",7018,21,2,23
"2021-01-22",7022,19,4,23
"2021-01-22",7025,24,5,29
"2021-01-22",7032,27,4,31
"2021-01-22",7033,23,4,27
"2021-01-22",7045,26,4,30
"2021-01-22",7046,26,4,30
"2021-01-22",7048,25,5,30
"2021-01-22",7057,16,4,20
"2021-01-22",7064,26,4,30
"2021-01-22",7068,19,3,22
"2021-01-22",7078,26,3,29
"2021-01-22",7095,27,5,32
"2021-01-22",7109,23,3,26
"2021-01-22",7110,24,2,26
"2021-01-22",7114,28,4,32
"2021-01-22",7116,25,4,29
"2021-01-22",7136,24,4,28
"2021-01-23",2051,15,3,18
"2021-01-23",4008,22,4,26
"2021-01-23",4044,26,5,31
"2021-01-23",4080,25,5,30
"2021-01-23",5035,18,3,21
"2021-01-23",5041,27,3,30
"2021-01-23",5042,26,5,31
"2021-01-23",5046,13,2,15
"2021-01-23",5059,21,4,25
"2021-01-23",5061,13,3,16
"2021-01-23",5096,23,4,27
"2021-01-23",5100,25,5,30
"2021-01-23",5120,23,3,26
"2021-01-23",5124,13,4,17
"2021-01-23",6005,18,3,21
"2021-01-23",6020,23,3,26
"2021-01-23",6022,25,4,29
"2021-01-23",6029,25,4,29
"2021-01-23",6041,24,4,28
"2021-01-23",6043,19,2,21
"2021-01-23",6050,18,5,23
"2021-01-23",6055,25,3,28
"2021-01-23",6061,28,3,31
"2021-01-23",6067,22,5,27
"2021-01-23",6084,22,4,26
"2021-01-23",6085,23,4,27
"2021-01-23",6086,19,2,21
"2021-01-23",6087,16,5,21
"2021-01-23",6090,24,4,28
"2021-01-23",6092,22,3,25
"2021-01-23",7018,14,3,17
"2021-01-23",7022,22,4,26
"2021-01-23",7025,19,3,22
"2021-01-23",7032,27,3,30
"2021-01-23",7033,19,4,23
"2021-01-23",7045,24,5,29
"2021-01-23",7046,27,5,32
"2021-01-23",7048,25,4,29
"2021-01-23",7057,21,4,25
"2021-01-23",7064,26,5,31
"2021-01-23",7068,21,4,25
"2021-01-23",7078,25,4,29
"2021-01-23",7095,20,4,24
"2021-01-23",7109,27,5,32
"2021-01-23",7110,23,3,26
"2021-01-23",7114,28,4,32
"2021-01-23",7116,18,5,23
"2021-01-23",7136,21,5,26
"2021-01-24",2051,18,4,22
"2021-01-24",4008,24,3,27
"2021-01-24",4044,20,5,25
"2021-01-24",4080,25,5,30
"2021-01-24",5035,22,5,27
"2021-01-24",5041,25,4,29
"2021-01-24",5042,24,4,28
"2021-01-24",5046,19,4,23
"2021-01-24",5059,23,4,27
"2021-01-24",5061,22,4,26
"2021-01-24",5096,23,4,27
"2021-01-24",5100,26,4,30
"2021-01-24",5120,21,4,25
"2021-01-24",5124,19,4,23
"2021-01-24",6005,17,5,22
"2021-01-24",6020,26,4,30
"2021-01-24",6022,26,4,30
"2021-01-24",6029,23,5,28
"2021-01-24",6041,28,3,31
"2021-01-24",6043,14,3,17
"2021-01-24",6050,18,5,23
"2021-01-24",6055,22,3,25
"2021-01-24",6061,25,2,27
"2021-01-24",6067,23,4,27
"2021-01-24",6084,15,3,18
"2021-01-24",6085,22,5,27
"2021-01-24",6086,9,2,11
"2021-01-24",6087,20,3,23
"2021-01-24",6090,21,4,25
"2021-01-24",6092,26,5,31
