"cow","cluster","RC1","RC2","RC3","RC4","RC5","RC6","RC7","RC8"
6090,8,0.638027985470204,-0.458181399814438,-0.464548441612223,0.559474651077181,-2.87824207700348,0.401119467985848,-0.233755856344524,-1.28634875132508
6092,9,0.59585541978263,1.86040314459975,0.813761711851556,0.589314730053316,-1.38027917705638,-0.663852648474801,0.867733141519747,0.166963601970366
6093,4,0.470287268785472,-0.565097733638071,1.02084627384257,-0.33270418744899,1.49916075404912,0.0977394491167624,-0.333053327827232,1.03478912818794
6096,4,-0.622001450176038,0.56876867476077,1.1060990593501,-0.725864340387959,-0.526413890044907,1.075215483307,0.523635310856642,1.84948322909817
6125,7,-1.48222851411111,0.290416468637546,-1.85217108730948,-1.12272542055596,0.606719925424823,1.05684813820589,0.439167935408295,-1.22977542344685
6126,3,-0.237426367203478,1.50047212719391,1.07835161563837,2.47829659287884,-0.119328833342796,-0.679452934413953,0.189281041381701,-0.138477483367004
6129,7,-0.933943691021087,0.262550857802234,-0.808366967149725,-1.44865130537256,-0.416444808515344,0.243804541609834,1.13090188737507,0.500967736192727
6130,1,0.644392965883609,-1.32123207541477,1.2534428831632,0.377195640652642,-0.696763755922584,-0.0731221977173097,0.626031872668245,-1.61616920637648
6131,4,-0.577500687265675,-0.339895278374417,-0.126622464651662,-0.56755693462486,-0.433137747439274,-0.915822960459643,0.109462728476277,0.434389397408009
6134,7,-0.156118413258425,-0.619905987859688,-1.29787069816867,-0.05347493390791,1.26759757670193,-0.644590839565436,0.14409476030149,0.981638700991531
7010,7,-0.567938342012301,-0.458191503373176,-1.63518315936674,-0.485367135441003,1.39455066738812,0.637434922780488,0.811454233554805,0.403451704399332
7018,1,-0.110860210199726,-1.1392710771032,0.960017864674755,-0.274020158887681,0.666776474543975,-0.275266156067578,0.0120110113972596,-1.38572062552513
7019,2,0.761887316666732,-0.248910671936687,-0.120362268722886,-0.939528266257471,0.925220544290882,-1.14884472509234,-2.57996328416304,1.42921841253267
7022,9,0.146558633405871,1.55078520602552,0.404750306253956,1.05424424554334,0.611601900637584,-0.621471150361638,1.25495043247672,0.672367524368495
7023,1,-0.354019158393347,-1.85903950969742,1.74855126050906,-0.755793235668905,0.347478996119596,0.705854537265379,1.07040969415766,-1.03140538792041
7024,8,-0.337005282833425,-0.101552792850902,-1.24229426192169,0.172043450001101,-2.73321463979535,-0.400811656695498,-0.0893325789233069,0.485132044409058
7025,4,-0.959633140448128,-1.1222224154601,1.47865272390918,-1.03624050946058,-0.284241056202013,-0.84448801354553,0.84448674385617,0.29960536151358
7027,6,3.31384266528108,-0.826349377113729,0.27693316434131,-0.527833512544029,0.151907129791666,-0.915880830571439,0.833802734570056,-0.310969983026625
7029,8,0.252856020396312,0.880548334846691,-1.00618937706121,0.293056945218223,-1.3276035160676,-0.378158713127642,0.012959638970089,-0.480875185072446
7030,6,2.53389734097464,-1.2012638677252,-0.222200954590606,-1.06121491122647,-0.288153791024379,-1.09749573661003,0.363351405165246,0.876471936572502
7033,5,0.0734754471065301,-1.61000111940037,0.754670200865822,2.58893410759807,-1.98278459817557,2.3098578249012,0.587658211002629,0.220984165728924
7039,8,1.51163067636747,1.81322458085101,-0.0373930007247466,-0.0862329653120825,-2.12466019577059,-0.195092783234612,0.288367088286396,-1.00362579172299
7043,9,-0.306553757401837,1.52259078029806,0.967787832261925,0.0213821165557692,-0.496867381281485,0.177679699899495,-0.238938824213764,0.157787166259542
7045,8,-0.287585081325462,1.83728670874587,-0.82907097716896,-0.10768333197957,-1.71901644448452,-0.423238868763586,0.243051623320635,0.61262863038475
7048,4,-0.480247071130263,-0.837203185851098,-0.454452435428424,-0.317095166930067,0.0750193529748577,0.29773345142593,-0.890790686400632,0.487146004731538
7051,9,0.0460397955608394,1.52386345011822,0.669915485607306,-0.264881309619885,-1.13216827814504,-1.16962189161446,-0.729907350082841,-0.00157937275298217
7060,9,0.259813049164831,1.32346420503307,1.02861567525885,0.0342866166704382,-0.26767360994501,-0.687478936741822,0.954304191097504,-0.522676351446659
7064,4,-1.02427198824318,0.196167967719761,0.504311918240226,-0.279411007746555,-1.65917319771256,0.896469153441831,-0.383007197427216,0.418025849999897
7065,1,-1.44330550847347,-0.75541748735304,0.929771149632414,-0.622475939672269,1.2524178877629,-0.958569955947506,1.29531385389853,-0.895397489561953
7068,4,-0.867951902432684,0.210532403285074,1.97215360960965,-0.223478386866875,-0.673538784216681,0.289926004031764,0.279780632574727,0.0249031659109964
7078,4,-0.3313989539909,-0.726952245595098,0.26105087556036,-0.293691078576224,-0.481518202985883,0.0407027283920662,-0.567430075244046,0.552124867518387
7109,2,0.23709458504182,0.827249347214862,0.632645319351426,-1.01413674051175,-1.31525423893617,-0.212484258257507,-3.49745141488098,0.405557995658912
7110,4,-0.578088949285687,-1.01552650477535,-1.14484226743254,0.390010523807626,-0.290491287136755,-0.433842271652619,-0.294237502293391,1.04690235140746
7114,4,-0.221033769365067,-0.438470133529275,1.47376196866786,-0.316400155404604,0.651978942618553,0.190675386501179,1.32600219895984,0.811559927912974
7115,9,0.505078040939188,0.541188350282973,0.499533372335685,-1.34234721405479,0.668560748662822,-0.595463567774667,1.12150109132516,-0.420094590493627
7116,1,-1.08496791020818,-0.804580812597743,-0.193415465507473,0.191525473585322,-0.412890445245744,-0.318065207559603,0.381829961393644,-1.01279343259836
7119,7,-0.317186306685166,0.0207672679844637,-0.406929966864496,0.0741351323501169,0.906833297788421,0.435907679930456,0.333098094314037,-0.38074999605897
7128,8,0.693566708002969,-0.786008750605994,-2.25927866917549,-0.162914237125395,-1.14911724936973,-0.270508313015709,-0.163035870833274,0.887804389653873
7136,4,-1.0052391245343,-1.53167956009925,0.442216587011721,-0.564005181570863,0.201893712298083,-0.289825721164224,0.860035670922553,1.18814567451851
7138,6,1.08598774003334,-1.25035541435094,0.249674198132126,-0.0348801387743262,1.55159011773187,-0.190027943888716,0.582843231457836,0.649533313706755
7139,4,-0.598262632956601,-1.24401379024069,-0.193918464002662,-0.281792339937134,-1.05744873957449,0.526248405311886,0.089593124217401,0.520924399220379
7143,7,-1.07321219398414,0.429133865076505,-0.813456809980952,1.49669185121648,0.0206815154688311,0.252776979008228,-0.995127187470374,0.276405447217445
7146,1,0.000563942206518148,0.0529797390805393,0.481483501982503,1.13915926688214,-0.45714096583801,0.75634884702547,0.0945406679625238,-0.649770876129997
7150,3,-0.270224282063743,-0.68974061164066,-0.00833687423776133,4.73087183584016,0.835281906323288,-0.768987634284402,0.120329977269546,-0.0553829731751892
7153,4,-1.12255734315399,1.20199035483144,1.30738856716972,-0.287047670228808,0.661583163452916,2.04297855258072,-0.909452493970322,-0.105693967691973
7159,1,-0.390843766700148,-1.13682121997418,0.31801277475866,-0.245287491805658,0.964765275851476,-0.068268637471689,0.489796944610345,-0.88342268754886
7163,6,1.2611198168401,-0.954671243824139,-1.91391580569823,0.0366151160083003,1.62755554616809,0.148864126756741,0.931338664019392,0.422002352763498
7169,5,0.743491672763415,-0.424822618302708,0.203706026037009,1.12714872974693,0.933968893262753,5.54401438048847,0.387750369780012,-1.41822257632679
8015,7,-1.08287293562135,-0.646477347306736,-2.04290259923093,0.962302698198365,0.537298328201799,0.218508732392743,-0.109175045875012,-1.09157367387641
8083,8,0.156126880622402,0.00450178429700322,0.228308080674837,-0.128102342760035,-1.1240997853953,-0.30409967348118,0.255550596680996,-0.256126460426776
8145,4,-0.172550146723935,-0.0305529344712158,-0.562109335330771,-0.18033749517294,-0.169825403943569,-0.312745445286433,-1.10722551406547,0.19499770873601
8146,4,-0.627024223386414,-0.592342520337183,1.23905089586011,-0.358240958772512,-0.638528417070107,0.452095584044248,-0.768663197273981,0.832212681433218
8154,3,0.0386299417038866,0.00200928334825321,1.88155124608204,2.14317345211948,-0.163813846707854,-1.51664683988923,0.0443597595184357,-1.68676175532517
9010,1,0.115192097691465,-0.435273797335846,0.0328119502642489,-1.11984505635587,-0.157471746458542,1.09136047444325,0.196917749503837,-1.65799359004375
9012,1,-0.198225545504419,-0.963032719439387,1.11279989551122,-0.185291532624566,-0.7528756722297,0.09119241704422,-0.867146875098822,-0.72491386278412
