"cow","cluster","RC1","RC2","RC11","RC6","RC3","RC5","RC8","RC7","RC9","RC10","RC4"
6004,7,-1.09529903954687,-0.606232006512106,0.874442118901309,2.05393771622483,-1.05075276328124,-1.14263326134096,-0.48457357533326,-0.783774648660138,0.866815111855207,0.350417502783538,1.18754030447279
6005,1,0.29451246384977,-1.56802064306787,0.16266962297856,0.0430598770852506,0.131437840034753,-0.410340536974488,0.902655851455392,-0.894673952492772,-0.682874309913252,-0.731560169677454,-0.805091417373669
6011,4,3.19328599034188,-1.15959185752199,-1.06435202888902,1.32993675603976,0.976741178885885,-2.03500572427079,-0.294318349137875,2.59333094348952,2.3659068670388,-1.44570374452878,-0.885371587782562
6022,9,-0.416346956540815,-0.741984525712623,-1.79860332513644,-0.0892000421689023,3.01856791753293,1.23785603566593,1.00011881060177,-0.043218487264696,0.28872253315216,-0.936933191947122,0.466940573293926
6025,9,-1.008973148569,-0.611835723943722,-0.96153897742421,-0.183602803850434,2.40399558463903,2.32182822883881,-0.0687628629506697,0.976457304969791,-0.360336195081483,-0.486725974996817,-1.91900167282295
6027,3,1.34968663368655,-0.294545281879876,0.110277317613671,-0.198603276238946,-0.203430321404096,-0.19635817084411,0.668533477888736,-0.551823861689096,1.48838723704217,1.82374667074051,0.398555620515395
6028,3,0.548099585680495,1.22086544808864,-0.265591849309831,1.06161801489305,0.632671480181314,0.252216605540396,2.17972841808946,-1.25918603823416,0.757678874015095,0.903966767079351,1.44875441307887
6029,7,-0.562147712395415,-0.183602693614482,0.420990938265203,2.52853222802748,1.02387206911434,0.10441284481438,0.264339170690656,-0.133868979681711,-0.969434809641231,1.48740542674778,-0.556841475956192
6033,1,0.554519409616486,0.0946712156574621,0.690211928262471,-0.0295626750435941,-2.37089544326187,0.26874032194755,0.637774734083405,0.460284604007842,-0.0606067440821028,1.68847370651089,-0.880844837571562
6041,2,0.163324435623093,0.129737459460783,0.109555011410387,0.0587950189961198,0.4170506506499,-0.996039010438415,-0.357921181153438,-1.0312108207696,1.026097034388,-1.001920122866,0.489616942070048
6043,1,-1.32013986262128,0.153869400062893,-0.313605870797593,-1.21659120627775,-1.07475631883747,-1.02938226920972,1.79092870969419,-0.173865763933409,-0.74050923092896,-0.990412969062961,-0.920324741043123
6050,3,-0.158165638140813,-0.463938629904039,0.890361129833095,0.808974638926812,-0.968021031616174,0.0363809928426974,1.33676497975766,-0.639202613954992,-0.410512158566944,-0.947204691653051,0.597849828031928
6055,5,0.693699529488945,-0.00837751331042866,-1.56273197076543,-0.823538117312913,-1.56274417156169,-0.608995972680871,-0.275005690254469,-0.291057954862971,-1.10888550241046,-1.14524546156491,1.67343028674999
6062,9,-0.516206368794769,-0.920186008187511,-0.573253144291188,-0.645628900788421,1.34463697684127,0.887407001306691,-0.710822779897339,-0.425909780307027,0.391917935879345,0.599821487136207,0.240140110403336
6067,3,-0.350570268856295,-1.0981990426313,-1.08794603922283,1.19371123117658,0.462185577454517,0.581564932301824,0.636376294281289,-0.0168718025736174,0.397596083778402,2.25801967878201,0.26345326629403
6068,3,0.00865173078463054,-0.565976640410066,0.621340489193631,0.0902894975429243,-0.230049994217033,0.417325998073161,0.95173875529445,-0.213440468365734,1.51093077053441,1.42374972122352,0.787316001005861
6069,8,-0.334674441183774,3.08789435900587,0.546742119080437,-0.537767367222228,1.26803285526261,0.891152362852922,1.64892548236458,2.68121813453368,-1.90336660336974,0.0147429451423336,1.56728889636461
6079,1,-0.451020596999332,0.374640051508213,0.0166722476243817,-0.479905372911982,0.994953507593827,0.0700393053033857,-0.186463198426314,-0.807728958761809,-0.910907591741794,1.32490521791508,0.659043488466016
6084,2,-0.717545404259057,0.0649380889034988,0.77243106078979,1.20612567548127,1.03943108207172,-0.390890188084294,-0.197000497969986,-1.4586313956029,0.748136728754853,-0.563420511253121,-0.144196531560381
6086,2,-0.776260293121289,-0.710628014456206,1.72745869445022,0.503872171587958,-0.97539100178234,-0.924012240369801,-0.104904209248541,-0.625014493703123,0.432472179973127,0.0560507520969613,-0.465415842810555
6087,7,-1.05430917106321,1.09497085804722,0.675439621823305,0.868971581590817,-1.39123512811503,-0.71832919478544,-0.116993565731772,1.60304051421396,1.42466054662338,0.482876777525844,-0.145486225101137
6090,5,0.693816057050937,-0.600284641720994,0.232146209260373,0.0196884382115509,-1.39810546813408,0.617674405353684,-2.37844583170434,0.463180694058647,-1.47367136715898,0.861149189677802,-0.530069645029531
6092,2,0.513795255925767,0.857083720307738,1.40887661584878,0.815283050579981,-0.165147882742256,0.73701940729973,-1.9831874229637,-0.797599036513916,1.0377191951077,-0.390535141336648,-0.198178415304768
6093,2,0.802372892382204,-0.470820219514772,-0.701897639126526,-0.644264957364718,0.901541149437079,-0.29407156119933,0.795376959440963,0.134495142177748,1.42306658420851,-0.548891185266528,-1.06529599343726
6096,8,-0.702248965624599,1.06843625126942,0.967491056881467,-0.492841990322003,1.59826603249749,-0.688381911755127,-0.915322125369327,1.01018608461734,0.67611714937421,-0.462512323994496,-0.423301289923162
6125,7,-1.06903953615453,0.454587909965629,-1.23489319577887,1.77894622977753,-1.86298355372361,-1.26163200725542,0.6811750287666,1.01025239014126,0.676986699962492,-0.504536475030118,-1.85285332076069
6126,9,-0.433942020724247,1.01433977326216,-0.48559046751896,-0.124190608264997,0.964304530214141,2.58099517513262,-0.563895585363296,-0.870603236194403,0.267770821534449,1.33669774400336,0.749881768031445
6129,7,-0.852958929267675,-0.561226886038576,0.494269564228421,0.961867461930749,0.305826812837862,-1.42503605052481,-0.302642867329904,0.262710929103887,0.222683768629495,-0.537178093324005,-0.730217947836014
6130,5,0.693663645898806,-0.154810580760911,1.18640579391507,-1.85615433412891,-1.41083042299947,0.279887920303889,-0.699211774636121,0.137455238635145,0.0887809459272462,-0.85124475935925,2.41428535460471
6131,2,-0.538290915237646,-0.442508187381629,0.114118592257069,-0.0562518651074769,0.349352085466297,-0.665146031522303,-0.27506053014214,-0.811523252343001,-0.196456511929415,-0.766467584505483,-0.614400212327829
6134,3,0.023169526969458,-1.64627338398736,-1.72276272007741,0.967563111174389,1.45386389741505,-0.087683340407864,1.41281279312703,-0.450466963034689,-0.106181620058931,-0.812662445462156,0.597710497464696
7010,3,-0.911837510573874,-0.661728776290197,0.326565600568828,0.785992213288284,0.958350162980176,-0.608863264975908,1.95043898970847,0.99588353723587,-0.872272228256489,-1.14376523903913,1.79163534373442
7018,5,-0.130875969475843,0.0186882431098261,-0.212862590321213,-1.55116015592545,-1.02129759740343,-0.491127615710235,0.673478324568171,-0.140210245251961,0.104325570891492,-1.06949723403007,2.43478270145437
7019,1,0.501546152807144,1.00293925259262,-0.476582689300762,-0.527676470641117,0.920934303302859,-1.02880038213655,1.28419521216996,-1.20814589149241,-1.22439982007574,0.860423350625956,-1.28669534404837
7022,2,0.0128967084152393,0.194090194855685,0.809993228221166,0.823901491473223,1.00843821867183,1.19013632336854,0.0706453755938563,-0.610985529312304,1.15289979070147,-0.527531892493073,0.226890404938683
7023,2,-0.223534537934686,-0.513823813486188,-0.168870152520632,-2.35548100898531,-0.245700357174969,-0.967044980330903,0.165977467255477,0.87067802910002,0.596807056591538,-1.62910244679586,0.323540551816476
7024,5,-0.359570593563004,-0.551702654730922,-0.863419222679896,1.19471454904412,0.532471206434058,-0.0642935053521443,-2.15342053868542,-0.377981961073249,-1.66141754457218,-1.61568689714028,0.53529524537104
7025,2,-0.634535660601996,-1.5245824669399,-0.149005859098436,-1.413293275309,0.568239725918452,-0.918389819166704,-0.785964477594231,-0.737809481608437,1.01328165595102,0.431978421820347,1.3559785294986
7027,5,3.33520639325149,-1.09687299371779,0.706274160581465,-0.732895285505688,0.723107576584501,-0.264235071805606,0.19215661923377,-0.795114564263173,-0.355318460216153,1.69616587215999,0.820243840231954
7029,5,-0.0194065559285688,0.395253964566784,-0.0514036305251647,0.755987309191908,0.0554566353623845,0.302647377596617,-0.743999182558131,-0.250263917248504,-1.54731111233597,1.26764317270618,1.96667324279757
7030,1,2.36228907339919,-0.156674194758423,0.189793201326144,-0.790826559152288,0.776997242401116,-1.21223166464956,0.222522992510448,-1.06904182302014,-1.13628188426009,-0.0462504280310381,-0.608284714186513
7033,9,0.217946648516143,-0.797971984123109,-0.619052364668863,-1.42471867864397,0.216981586389668,2.55671937834817,-1.79143207561346,2.16690561236933,-0.832642121477108,-0.315587148465011,-0.691036390348578
7039,5,1.5963629222154,0.237779542128521,0.360975820636517,1.34689608700325,-0.530838445708458,0.079098973239143,-2.3352620363415,-0.345106269392755,0.00464335288429672,0.720945751427507,1.34938555093955
7043,8,-0.618427018072148,2.67622725500133,0.54553148094137,0.0193872653279995,0.296327538600185,-0.333706687298054,-0.724210885640528,0.0326153695619736,0.261129296820823,-2.22383265645975,-0.80598577937179
7045,7,-0.243854567645773,0.7517458181963,-0.139156352870451,1.77590397283959,0.50159330141963,-0.0375409265126747,-1.66249096350384,-0.640921415299868,-0.0946326199886986,0.506864628334274,0.194189798550367
7048,1,-0.605236759389087,-0.584753934871621,-0.0975360650189925,-0.450341794994847,0.677108131241562,-0.241052975663497,0.597890129221571,0.261229651962342,-1.15765747415299,1.15770263400703,-0.930400667468893
7051,5,0.0833289508347104,0.263911456991561,-0.347296338882007,0.572328939604656,0.542433107133459,-0.10757094099968,-1.61655400537584,-0.996468558544493,0.309155807745342,0.83476553289468,2.15932375273577
7060,2,0.529699868143364,0.762496764585407,0.425377243925882,0.500762484216188,-0.86552640197991,0.0796832226722197,-1.08273467900004,-0.895445460080872,1.90262954254051,-1.05407756731862,-0.558942572972887
7064,7,-1.18556498249685,0.378772431755115,-0.284040203537394,-0.256618465158623,0.865692385978699,-0.250741693291821,-1.612434417276,0.854795980638292,-0.609576390997525,0.58339091749723,0.512955661071018
7065,2,-1.01813907990863,-0.688460856768392,-0.849105586545188,-0.902363779790386,-0.236680446692839,-0.702073962028252,0.753712379730077,-0.947564728520397,1.67476173018738,-0.386608753346385,0.320555449084702
7068,2,-0.799053179690909,-0.526994974555484,0.777061363688864,-1.12542139295865,0.686452284167172,0.0142723308408391,-1.304611227476,0.318113575330216,1.04081734115704,0.841573109553624,-0.211898589923733
7078,5,-0.331586572102033,-1.18941653078359,-0.0792561962487797,-0.564223442270796,0.615696287462993,-0.193182086593714,-0.386079993597775,0.0684676134697922,-0.548417497468695,0.662330965768706,1.00599419500134
7109,6,0.460130160172365,1.36848722500761,-3.34018986961156,0.188367656795059,0.497988170039057,-0.959934874125839,-1.6737675468325,-0.243557538029495,-0.449429223471784,1.84101288410188,-1.00914942252446
7110,1,-0.9764795481472,-0.374204043191937,0.861130463463794,-0.187195122781104,0.597134075421104,0.247522505499239,0.666793007057507,-0.451988158501216,-1.91997061271479,-0.208186705581746,-1.03637446909123
7114,2,0.22222293903932,-0.35420285135954,-0.188549349234014,-0.904470481149692,0.752656961121287,-0.331289442996776,-0.171155331121298,0.184960154926036,2.05666413188632,-1.17648910658196,0.0739388326176047
7115,2,0.766932067192832,-1.56675853930683,1.13974013883736,0.579810844933727,-0.626135122417323,-0.975808623749234,-0.017649967498564,-0.769841634794309,1.70513566877866,0.664139375551298,-0.872597484483863
7116,1,-1.10973959921998,-0.533317565517099,0.233286560520072,-0.468044623747311,-0.987175052825282,0.137835623490228,-0.104051007188406,-0.274354223768984,-0.5125496306062,0.203481233629538,-0.0996179855581569
7119,1,-0.45513625298094,0.134512838077547,1.1138437343685,0.173688449488642,-0.585978679815608,0.0478719341248985,1.10505881603411,0.227175315111831,-0.0445211751409568,-0.454990406546738,-1.05130576442091
7128,1,0.661882478314413,-0.0391940071601807,-0.339807756545684,1.00922979994802,-0.0114575497767141,-0.390183075593914,-0.164326742268268,-0.388813803922818,-2.00149295438295,-0.258962573375142,-2.11272582202965
7136,1,-0.834561579145425,-0.539571621212876,-0.527198236596255,-1.35289589387322,0.934015319339381,-0.636712679387861,0.293501252894779,-0.276028486130915,0.222024947607998,0.0988226975711924,-1.02566923518767
7138,3,1.16363427978819,-1.07800938954153,0.330515073273462,-0.79026038689499,-0.0635933186086321,0.0704273478974976,1.35286329722955,-0.137855253745186,0.629023279548987,0.0913672157895733,-0.406914259284862
7139,5,-0.376279027740211,-1.23600362508196,-0.643005907475452,-0.24401041632186,0.171785131202682,-0.338911251863564,-0.941585482318575,0.667919267959103,-0.305271058674911,-0.874675257819035,0.0204356645731356
7143,9,-1.10936413765518,-0.00768949489099987,-0.02147419771414,0.8962969880982,-0.115139851139036,1.45689914712374,0.242133390417974,0.143794694744125,-0.440738363089435,-0.407369514870636,-0.701950671818727
7146,8,-0.127803210036623,1.45071287773709,-0.132389341298948,-0.514804329209394,-0.752923927557432,0.801105207255763,-0.320525796484584,0.691257843611017,-0.0976808156538264,-2.04404657294165,0.14379629422597
7150,9,-0.211709073598135,-1.11338139323562,-0.0702444177300251,-0.367963445914749,-0.322200616145588,4.84859807289991,0.748154013700578,-0.753015829077811,0.0636755090020612,0.381570008110101,-0.660826706411996
7153,7,-1.1753510536705,0.451815434814286,-0.514148637580647,-0.151657727956938,-0.0332575186787687,0.0515472563154406,-0.12108605869612,2.05353710859592,1.40267110138317,1.84893590553599,0.475271277382396
7159,3,-0.301545006454721,-0.784463058534977,0.0671353632700975,-0.769640497844694,-0.747456994615332,-0.348391571335969,0.877791959184702,0.0397193943870132,0.40968436740488,-0.998065665929182,1.14636694376365
7163,3,1.24341457578801,-1.15924714209812,0.901014093643206,0.662605875739823,0.0932099399692852,0.0784538369594505,2.2729788786952,0.0602271039573821,-0.760428979944674,0.212876992713922,-0.442318862132533
7169,4,0.802177780215883,-0.511637081943504,1.09021070473331,-0.444471413959208,-1.43435914892256,1.33115760450423,0.911510873883953,5.38528949088101,0.514489192177563,-0.0288186957953523,0.70569052372357
8015,3,-0.9856606724026,-1.66288089954452,-0.1671724488745,1.39652022052523,-0.852999759055684,0.884358482420849,1.02292344067982,0.461281319853785,-0.814353184642752,-1.0745946609604,0.76868760794755
8083,5,0.131116879059072,0.144274110907298,0.618519294629388,-0.225076470090981,-0.372861797491243,-0.157803709201066,-1.02786748054572,-0.370316893265601,-0.269229615493998,-0.083740998948955,0.0914791700367888
8145,1,-0.342866489055058,0.734149648223538,-0.265184789072809,0.231973352511434,-0.941750373653727,-0.366916625139471,0.174933305460131,-0.526482327618836,-0.821695373205889,-0.270043892984879,-1.70951177491637
8146,1,-0.683909813440025,-0.535520045361655,1.23605212719216,-1.25406304364462,0.213331034336321,-0.19314455914174,-0.793643033229387,0.382250890879107,0.0850472390625757,0.679201424768718,-1.84954071387657
8154,6,0.229194669057858,0.80616801325635,-0.693028357602776,-1.42296854113567,-2.24483509672721,2.01456049872271,-0.705002136802469,-1.83808668106245,1.12443646394581,-0.11624926751959,-1.44270233008504
9010,1,0.379758369721933,-0.52043704592174,-0.264670603887658,-0.412912200081868,-1.52264492884156,-0.938592427533262,-0.127013596074607,0.809043891684866,-0.0262363224968929,2.23892958386606,-1.22426839528348
9012,6,-0.127986999568471,-0.100408556954998,-0.863185279413548,-1.40617018654825,-1.26777088129216,-0.20113539540465,-0.868066133335921,0.0503774364084847,-0.127344299938892,0.667669532002805,-0.7361237987009
