"cow","cluster","RC1","RC3","RC2","RC4","RC5"
7010,2,-0.50447364267603,-0.252673273170817,2.08614835864209,-0.323575833941323,0.425216285105441
7018,2,0.315187580969353,-1.1689122663995,-0.11587369868994,-0.341968466674586,0.2733012233177
7019,2,0.704751459504415,-0.099513319749838,0.825023789949592,-0.721404787535691,-1.30437453067203
7022,1,0.378522988218232,1.44952184546141,0.102113925851205,1.38791210515097,-0.875362840705767
7023,2,0.121632212123848,-2.0417372834977,-0.891971127430696,-0.518288054281541,0.870132808943271
7024,1,-0.626120449735575,0.727224077796123,-1.25683172841385,-0.95533344231256,0.0896566036446952
7025,2,-0.572206419964964,-1.28701834017252,-1.24339274611297,-0.983050860749961,-0.852411064571185
7027,2,3.33368157624829,-1.01745118564471,-0.0191169431322849,-0.680887141429377,-0.661380580691211
7029,1,-0.124910368693347,0.991713421669832,-0.310157092789573,-0.0555689997901831,-0.21933516727263
7030,2,2.3220158823775,-1.09094800847255,-0.00495798468363347,-0.926897926772879,-1.39318297875707
7033,1,-0.0455207971373066,-1.21030146373007,-1.94826221491165,2.12349960503847,2.57611256224162
7039,1,1.33245493959215,1.92316033296959,-1.56871283292739,-0.458779798287189,0.143982151353746
7043,1,-0.042308249886699,1.52670721877738,-1.06415386421443,0.141496346991394,0.263289454383808
7045,1,-0.553995268213858,2.29044115286804,-0.793456116123417,-0.501660922057481,-0.275114540690024
7048,2,-0.67280190368734,-0.728954441177788,0.401149615231375,-0.406647980003454,0.311861144881294
7051,1,0.139995952633997,1.43668592089556,-1.33311287435417,-0.319640198814584,-0.992004383446745
7060,1,0.553669991950093,1.25731174211933,-0.974366262867815,-0.119723605201939,-0.58872930399512
7064,1,-1.05672242554932,0.48470584369738,-1.6012205961194,-0.505629313961788,1.01756800811627
7065,2,-1.01559999090704,-1.1018887429035,0.293782864458119,-0.175870496262556,-1.12825181058338
7068,1,-0.525995650478338,-0.0924512417061307,-1.85040405329646,-0.00420510454902643,0.327345740675482
7078,2,-0.439904312913903,-0.734832023068947,-0.497618268615607,-0.32852463991479,0.102134137261076
7109,1,0.0496119478043472,0.882765315301558,-1.34759458883295,-1.16570379667337,0.00946437090508143
7110,2,-0.839174685547885,-0.375867069079745,0.558979621499857,0.178592407123164,-0.602660957050198
7114,2,0.127668015439514,-0.910677375551222,-0.551099740329038,0.0251930591989879,-0.143479463640998
7115,2,0.842943823393455,0.288832710595039,0.133881821135209,-1.06434877015027,-0.66013113488957
7116,2,-1.15179968571523,-0.688868509326112,-0.168266339701757,-0.0503850342208531,-0.103094141853544
7119,2,-0.200987043414228,0.0736781271201698,0.940292219278627,0.0327234757936153,0.59982504648469
7128,2,0.0192618232635874,-0.300559238774496,0.681748761144539,-0.838065012506768,-0.230568623224788
7136,2,-0.961753624381124,-1.53801297416913,-0.163294638512073,-0.128876949195672,-0.923842546773666
7138,2,1.22799915514733,-1.52151960387112,1.01055595165708,0.332266651008736,-0.538751013415612
7139,2,-0.786338618211862,-1.17857286415397,-0.649933592493408,-0.744696826316,0.730695476444213
7143,1,-1.22199974358066,0.724489747969988,0.562684114050847,1.18910666364279,0.405815462503293
7146,1,0.0852212612979335,0.328024298942059,-0.653575040482887,1.06306809943626,0.928574441493533
7150,2,-0.63074448598111,-0.797790328802177,0.697038672657496,4.79247481149881,-1.1017538107352
7153,1,-0.994938260283757,0.441957629322486,-0.345240368344914,0.394775740261828,1.89281917309843
7159,2,-0.140095264649112,-1.28914658133845,0.50567896890061,-0.390501246409389,0.192555093054268
7163,2,1.19884461652037,-0.746421083717363,2.4982411414422,-0.159117547151828,0.131254072636489
7169,1,0.70466069708966,-0.770145340627269,0.626139847281897,1.73551115098073,5.08983933280966
8015,2,-1.21249012954629,-0.349521408203023,1.7589410088791,0.195020256810843,0.873005319462577
8083,1,0.0108146912987513,-0.00341871261837339,-0.984117410610826,-0.413824030817468,-0.125144141022575
8145,2,-0.331465996001904,0.243456480127107,0.298444297122443,-0.110267027609233,-0.381573317460896
8146,2,-0.659915670201178,-0.860566714453018,-1.27260587472541,-0.139096248347135,0.246109333453669
8154,2,-0.0385008533410047,-0.355314220442585,-1.29597090161815,2.65480494628457,-1.85115447422702
9010,2,0.00569982433786788,-0.792400822063279,-0.0744789853600516,-0.909497481096274,1.10381174642829
9012,2,-0.374921123658522,-1.21313075039038,-1.21387374940694,-0.0763864499789182,0.0917186046381777
