"cow","slp_feed_intake","slp_feed_duration","slp_feed_visits","slp_water_intake","slp_water_duration","slp_water_visits","slp_total_meals","slp_median_meal_duration","slp_median_visit_per_meal","slp_median_intake_per_meal","slp_median_feeding_pct_per_meal","slp_number_of_non_nutritive_visits","slp_median_pct_feed_remaining","slp_median_non_nutritive_per_meal","slp_total_actor","slp_total_reactor"
"7019",7.04142157916811,1409.90308325959,0.177257846510975,11.2121108783138,0.18660551387249,0.207444238503965,0.17602056430963,0.281545798409357,0.301017275669532,0.312480964028533,7.80601557415093,0.347401764642928,10.5328441732198,0.390302426916507,0.306729626604893,0.354523920181
"7022",6.19233727112614,1664.84455969248,0.21164532814424,12.556523961557,0.197332675262982,0.221253738432072,0.196194151479717,0.253369705487656,0.334417194637781,0.266420215962019,4.44079325032093,0.382876243882942,13.7543374359738,0.40309078403057,0.422584409001859,0.418644929329765
"7023",4.00099055082774,1422.16414920269,0.147329364162167,10.6013966017084,0.273811441930369,0.259677616879313,0.177632743393003,0.25698701825633,0.274633929351669,0.26394798590733,3.95500136373226,0.257307998521454,10.3063541780987,0.347234162830224,0.415847052713621,0.334770645425549
"7024",5.66198291144983,1299.4210810784,0.17827814239742,9.67985929017233,0.194652430488902,0.254051695918568,0.172052021146995,0.246108268170013,0.299682678969738,0.207000050345614,5.69641399850138,0.383903031575612,11.8236071821469,0.409125075646789,0.661379214500344,0.455355862560815
"7025",6.98933288324201,1429.92411019077,0.162388550330053,11.4270893691503,0.169646472857764,0.218603499784193,0.154919983201594,0.229740433338395,0.286273613257025,0.259264341019025,4.61889248271193,0.357765703453985,12.5724308020533,0.34781575657606,0.503159484892999,0.325037186575508
"7027",8.64901222159576,1522.07498687538,0.164750510239098,11.7943713497698,0.16589837722434,0.24533923864934,0.182543209535622,0.26246325982984,0.27885925432121,0.262078264328976,4.11156161189628,0.262982268036584,10.3971719954961,0.340545095539093,0.439881053049389,0.385329494043748
"7029",7.46015891267485,1775.67783160538,0.237366939005306,12.8121959068699,0.207319071011644,0.226651163181988,0.159412022077411,0.265164439095495,0.28527848666749,0.43832416680385,5.60447909303975,0.406990711930047,14.6242674728776,0.395624381571236,0.532708112215939,0.455531648914097
"7030",6.11095405031463,1293.52033751636,0.145719340784577,13.5901662196308,0.17231602656595,0.195310927655685,0.193806812061301,0.266293637768135,0.293907743042846,0.299694032757667,4.30404177879485,0.245068917856539,10.1598414032581,0.35495241450881,0.386368636425698,0.370029342560707
"7033",6.98490882403761,1127.1368478889,0.146795276464068,10.3532285816971,0.313896455857935,0.31523077176299,0.187765655774541,0.253316840655987,0.290486669154814,0.249026834317074,4.66753881317221,0.294833531052232,8.87174266539845,0.35583308009591,0.532921576903902,0.358207775511891
"7039",7.13548799506546,1814.43148018742,0.24811668897414,12.5854364916886,0.22000713135304,0.230950520529686,0.188381683697878,0.275689362673775,0.323847832246211,0.280472833692704,5.23091681945368,0.399562048376481,11.6253176279335,0.390711212872954,0.595886378204611,0.400152106464004
"7043",3.96229588023591,1773.29403896665,0.18430605690476,10.8092876318787,0.264477353603521,0.231165721579603,0.21387499899386,0.312106063895226,0.364404293560052,0.303889311221472,5.83267781310836,0.321179033283086,13.0578900227633,0.414787646742893,0.494501103044569,0.407311490738666
"7045",7.67736369962077,1637.93393642526,0.270174714270723,12.1657753226352,0.201764824405109,0.225449412962306,0.20986086936001,0.284847729316592,0.335788120326539,0.282590781022792,4.6341669921119,0.483464435106572,12.0362308686895,0.401337972161428,0.522115419003045,0.375114147533818
"7048",7.57583498884119,1560.31069436,0.169880112574551,11.2927034447753,0.238826396060218,0.251226727697158,0.177358463160277,0.257194699359311,0.28381302797392,0.249814814624596,5.88052217659321,0.35362524767541,10.9097262404999,0.38179378227421,0.372398505895774,0.399519940370977
"7051",7.17234480921531,1716.65250751923,0.242172156267694,12.5507994518857,0.189642667933538,0.184856199665077,0.174066117914946,0.258899562589126,0.314716598448101,0.299940086443101,7.11408320413118,0.427123467567142,13.2837848463041,0.382564083280668,0.610593070872043,0.42146930262755
"7060",5.67784110016431,1721.52928625427,0.196701779746733,10.6397636511857,0.184883378925339,0.236933560442657,0.190280403734038,0.276041567941288,0.331189340085498,0.281257924252564,4.66888945958465,0.363618071865114,12.6560698757166,0.406283873710547,0.477101296764459,0.381819802835733
"7064",7.93791082033944,1480.54112613346,0.20913024834358,11.7756305933985,0.264648788714283,0.24835306865495,0.204453741923382,0.274432041007435,0.33370285364836,0.234709871695815,5.64050104105526,0.358079638192811,14.3849534277838,0.376498964862784,0.54522797546044,0.348785726031966
