"cow","int_feed_intake","int_feed_duration","int_feed_visits","int_water_intake","int_water_duration","int_water_visits","int_total_meals","int_median_meal_duration","int_median_visit_per_meal","int_median_intake_per_meal","int_median_feeding_pct_per_meal","int_number_of_non_nutritive_visits","int_median_pct_feed_remaining","int_median_non_nutritive_per_meal","int_total_actor","int_total_reactor","int_median_water_rate"
"6069",69.9408376932846,20277.0212483844,105.133569532982,65.0791699602741,1180.39438026103,9.19675063692555,5.47466900890631,4879.63644830735,15.8781694381236,9.24313204139436,73.2254957964056,38.2882652642261,33.1614309480882,5.40093873102855,42.4147110970521,30.2435348474692,0.0191120364204083
"6079",70.6707640720371,20813.9777797855,97.8020851406152,70.5917857313368,645.686710334217,8.80222368855144,6.40432530482991,3709.66586491229,11.5618838757085,8.198971176469,83.2805924023515,40.8031111065052,34.5777169662191,4.27553022620182,22.2581622479729,36.3050476768498,0.121771313580246
"6084",65.7421940606165,21981.2729226947,72.4659469069307,73.9661925103036,533.013204191098,7.60611291069593,5.45281167806391,4303.61892416952,10.3470231767725,9.50310641654861,92.4667307884231,23.6281184186834,33.9608546122442,3.24525747677195,29.6458964445473,40.3498688929608,0.144337768255238
"6086",58.7302056750357,21313.6491391189,64.0869177226286,49.1599451781851,430.186908397419,5.97101235368333,4.70123448628058,5147.92009185225,11.5185016677956,9.67297229555408,89.3345847262964,23.1788886368849,38.8677589226413,3.95075900926914,18.7200718907942,34.6148726911261,0.136356138186574
"6087",59.389249191379,22559.2458375032,60.3437814255084,48.3480588938909,541.352656047249,6.8202016640355,5.27064840076021,4561.91190842689,9.01311329711864,8.37207368475865,92.3474942394288,22.1933359634943,40.8202037675251,3.07398253517461,22.3933452079675,30.1233501529785,0.099760794322997
"6090",60.4875722039123,17708.5107642937,104.958613713338,47.1860917063848,695.911056062428,11.6170987036451,5.5259370660946,3855.09462233702,15.2511990320089,8.13856759894533,73.4948151393458,48.8904685232519,41.3014509963826,6.57773263789721,8.41299582795869,41.7064443097676,0.0879942274669911
"6092",62.1146887092113,22576.1462669087,101.790526796129,65.1770156327266,828.505815139031,10.7072621362606,5.25172552380823,5288.17757561952,16.4892029711445,9.68793723809318,85.5542436225284,51.6712845643687,38.3911347228438,7.75111120332879,12.9756065018027,42.2768435220792,0.0752019538608535
"6093",68.2786228062147,24326.5780315614,135.275872899634,74.2037594974114,797.062154468567,7.7994043341399,7.24343428566968,4307.94971765714,14.3652993162864,7.79838168107297,80.9475714240748,72.9956743886317,38.6279584356252,7.77770740609188,28.6761900622,37.9117167128883,0.0888131890249824
"6096",68.2786850598883,23560.8919331389,80.7596718089985,86.2679839373338,655.36168128915,6.01520111196365,5.31926182795269,5336.6644106166,12.1754839583574,9.68822789371358,87.0640919035955,31.1108527670882,38.5272136419486,4.4646077131477,12.7888948733603,37.4669020591373,0.12526816491826
"6125",53.1492297422489,21196.406346417,51.2234636171521,42.0371950123108,697.634061879032,4.64508986179923,6.5636024921311,3263.90848261412,5.74164104848243,5.33136745719131,90.5601208421666,20.4652757752892,46.7589856596593,2.33844582261505,19.7340263680211,9.6332002524953,0.0668672359797069
"6126",71.3642306269012,21678.1079340806,90.1788310603917,59.597795045587,1281.60113260675,17.5680779326498,6.71482337840768,3485.3458478212,9.79986706716299,7.77777911388539,83.3159464678658,35.7362740562102,32.2240345017252,3.55190530246739,25.2448457848457,49.8233341821585,0.0481627156503073
"6129",64.5000567422894,21376.3491247748,66.9952830165369,64.3393323839149,326.126367150095,6.00557837937462,5.69382490702698,4070.26261948063,9.49713599494977,8.48002491518595,88.1017957848111,20.7050873659135,39.028393045643,2.81917805170249,21.0866014604097,28.4301184555844,0.21635808299166
"6130",63.8749131817183,22975.2970837722,118.934939176102,49.800991892785,710.404670611736,9.07553599437538,5.49760353867493,5393.5232973757,17.8370347352415,9.27390776241366,79.1617411657444,62.5618616704217,24.7877408747301,9.17734099940367,21.397453757505,56.295550944037,0.0696197014151587
"6131",66.6748242165133,20822.8417581156,81.6491212043554,68.8897975085421,408.05987695721,8.7172621499086,6.20114606041762,4070.49468282854,10.8639699585969,8.56779109924173,83.7535343080623,26.3827649426256,39.9865578291436,3.4215237167941,17.531724072924,36.4870203002799,0.176278606322352
"6134",73.0882764050814,20748.9468324372,111.585382092841,76.7635575823251,676.881871896882,9.94380985987341,8.84992466785427,2720.59126054182,9.78949250771773,6.55792158341616,82.5723404179457,48.5828140592584,28.2414649595835,3.93301784423677,47.6713234452481,20.6137876140077,0.117166643342915
"7010",72.1713864675516,20993.3629190759,83.7561650181859,62.890152120176,611.883541911363,8.06875626834862,6.55154545378602,3577.11674165252,10.2547194142735,9.01306313750943,88.6293400168539,28.8513921164003,32.3154808866432,3.2057714889323,42.808231695178,35.413167181349,0.113823984646598
"7018",63.1816544419913,21998.0664422514,103.836781347326,50.7019464798313,359.740546292378,8.71079008931244,6.43137937407917,3985.35154513889,13.571725083718,7.72007276500203,87.0868474823463,49.8740515502568,23.7182036680784,6.03680577254121,33.8391454489354,55.5099271055625,0.161284094174398
"7019",67.850372942822,19965.2094522346,113.258875441091,70.2750545876196,368.717390703543,7.06734932347308,5.70886698718349,4145.76733072771,15.1245251410252,8.35751801340886,74.2896987503204,57.6231770502851,41.9797206626974,7.71286648339252,36.8299269986531,34.0313235619688,0.202672159751571
"7022",69.1660960569925,23810.5348032847,98.954048489555,73.4954455932233,809.537877210187,14.0916536734576,5.97384325777009,4569.91250015175,13.2445033580092,8.99559657876325,86.9516834007361,43.2041001020486,38.1763099204763,5.58941433170585,37.2740297760454,46.0422789183866,0.0954974977586012
"7023",67.2925251456901,22771.4285350502,106.09921135044,51.5800262839364,386.016080263906,6.70850274041618,6.78769472471159,3923.48198712685,12.8157590691995,7.69918081227294,87.2545325478901,48.0238481377902,39.6024134586513,5.51574154757191,29.3932998259415,57.7839390731505,0.15320324088291
"7024",67.4473100630505,18346.6742437422,84.4673898827223,53.911344901055,588.819761948231,6.71306858746408,7.02965852668527,2911.04710813192,9.43056352445915,7.63548248827639,82.5497538919102,29.6024437558748,29.6290427575357,2.92209481825982,9.29418665798772,35.0789446590904,0.0939548075235253
"7025",69.2666454096702,24218.0776933182,93.4751890582433,68.4267287882626,431.322200031379,6.32794372668079,6.99033104531925,4016.01604105183,10.2943024492604,8.01244307353052,92.2064762012715,39.6571128392813,24.4784424937568,3.96388245482681,11.1638584243008,43.5108159271823,0.170110280579134
"7027",76.9207057735192,20736.0568070013,197.802729234137,64.4743989536177,445.82797970327,9.71557354128474,6.57081616305614,4684.91065184456,25.1172223547983,9.60561657240533,66.3215675974413,134.970709078454,30.7595755746269,16.5289068465418,35.4382086606116,51.664235741822,0.155739892186994
"7029",67.1224858948945,18892.3809506954,96.0583913270183,55.6398766070284,719.994543946322,11.6709162110123,6.01004628082084,3583.60725617051,13.031076373908,8.57002287481839,79.7365682756621,34.7433899762133,28.5420825365959,4.42454897985853,20.3585150667093,39.1877541092663,0.0844744678111007
"7030",70.7536201979842,18526.5426921844,166.754518461628,67.2854632524266,429.898421373324,7.25874471381466,6.21825963308914,4003.86556684333,21.5809685910921,8.91393802412045,67.4972533713522,109.446616672763,36.0026745765048,13.8570260481653,26.6245836164042,43.310240875764,0.167891460011359
"7033",64.69495690105,20055.0063692747,111.03906210476,55.0161019297696,1153.50979950198,16.1841971445672,6.92795795924939,3495.92990650957,12.414262045128,6.78390151447863,77.8416784665137,55.7230658495719,36.9074116605039,5.90441662382604,14.501320400649,52.8353721503481,0.0463988339875332
"7039",65.1162244356259,18971.5929439528,126.619868127954,50.1947091274707,579.411595729753,10.3748399438778,5.56177865077243,4183.56507091104,18.7988742389208,9.29303368455849,77.0808087393693,66.1354873326091,22.5699380292693,9.19002443290045,13.8807938589811,45.670060518693,0.0936199383895164
"7043",63.4914733695477,21535.4070807614,76.425540897898,63.6576938250449,542.797032628865,8.26208903895399,4.83921182918765,4623.50876672231,11.5504185755223,9.59806956391962,87.8829044172128,32.350463559365,44.9879460954761,4.5002960293961,21.7976150886512,41.6760026415362,0.133856368957278
"7045",65.7315284238249,19696.1207053142,75.5381088626806,67.0970864840539,582.152530037795,9.0882807352856,6.10524360462336,3752.92967901025,10.2514382202402,8.55160423798236,81.9946694362445,24.0330207466317,27.2885046238905,2.99130178411181,14.1144071546304,29.2047854812688,0.123457846261028
"7048",69.1494289800619,19799.1048343716,83.3521859537388,61.9366858654347,616.428317237813,7.58431580994545,6.56608039849978,3812.21403690011,10.5138160363078,8.54833251188301,78.5351117026945,30.3530657151098,40.357139051109,3.53230041635418,24.6646830952445,31.772478318281,0.098948521035696
"7051",69.6410986161628,21715.1344076456,98.275825513353,67.9908371765064,628.194244840959,9.3957987438857,6.1580691824899,3937.76835833558,12.6192304307217,8.62215158754092,88.2084838270072,40.5038979547749,23.7796686712801,4.55470149298811,20.8707496357001,55.035087569328,0.118190838445315
"7060",58.736065051946,24760.8645347028,102.038659951755,51.1244106668487,640.812637576375,8.02848052726091,5.78942502214132,5322.29738268033,14.2498154579573,7.44186551679391,83.3330461097409,52.300138970537,38.3532041560778,6.95954581689159,16.3080106766387,44.2778568127497,0.0926833921504635
"7064",70.2499592208089,20571.2156631609,66.4390543148668,60.4500951160944,672.011698196972,6.23862347372235,6.59776650675119,3444.68436096027,7.8022571821286,8.44321545333165,85.5124929197728,21.4329695843986,31.5982467777431,2.30958807465607,7.01379380135713,32.8258598826082,0.103493385142441
"7065",66.8608502334883,24133.370192264,74.6600323605573,54.3927874816426,505.445914211206,8.94598365600549,7.51682354379427,3279.65181186472,7.50918667945007,7.00325220723762,96.1898514833705,28.8515066019466,31.2907953845337,2.8704480166945,23.8083711856261,35.3529779982461,0.121310292056145
"7068",71.0142194112532,23291.5076803518,78.8462093135166,67.375944462996,672.846765534738,7.71103326317149,5.77221617766697,4474.24526940015,10.3046594559789,9.5450639882559,90.4464084538517,31.8179399630248,38.877555269234,4.07290515852134,9.11701437762535,52.5647067706716,0.0867601759169281
"7078",68.1732788458133,20558.8190289637,92.1078538845107,70.2269202480142,622.69476396495,9.02436755473688,6.50681652790085,3810.85972534258,11.0949732814889,8.74729649394757,80.9124985327552,39.5221602656749,24.808130266899,4.32267417334038,21.4331677416144,34.3288509749321,0.127648628289334
"7109",65.2227167127514,19306.471142055,109.123429723212,59.7024940539115,325.202979332511,7.06469215893146,8.6993961217551,2613.58341494217,9.62871186496715,5.26249565632163,76.3064417172817,56.9663164313908,38.9419469251331,4.8504547480996,11.2581391914203,32.7432021635515,0.204195925020002
"7110",67.5745351395623,18790.4344219028,70.2818858837197,56.8974262031516,840.021307444811,7.66886802292311,5.64001961510205,3906.69485740385,10.2050350630945,9.60151681537361,79.8822405365874,22.1598798069665,43.6892511496039,3.05218011159371,28.3419515528374,34.6902219938039,0.0744862912377986
"7114",67.6120300048645,25717.5224855193,112.369534485164,73.596361350371,895.959247724723,7.02156427342891,7.01623275773624,4664.18324765439,13.37607792484,7.93823497383915,85.9173614653771,54.2770303970651,30.6230642918456,6.00517988661923,20.698830551456,36.4592199413871,0.0807462700520654
"7115",61.8684781583311,22492.0417530923,110.142061321287,59.046606488452,397.104257941283,6.375402634654,5.54690645134584,4762.27421092097,16.8166770320074,8.81980631600281,86.3545272170685,59.4237849658987,37.8409139047184,8.54212193316594,26.1344571678733,38.1466693156442,0.168869173922922
"7116",60.627773443266,21101.0352810986,63.7359500325746,49.157152087176,486.132489193534,11.6660070276404,6.0623548256775,3911.37842129069,8.30353225370242,7.84688861421373,86.5646324191422,23.7735052980689,39.755727514491,2.91895767247657,19.8639286688741,29.1201932832935,0.125635828174387
"7119",60.0394014702135,21352.6439480282,77.6795732177567,55.6990377189721,727.861821387804,7.57800332646424,5.123850435729,5020.85384382439,11.9534445072408,8.99688230864283,83.5379480542416,36.3224160428176,43.2268519376737,5.63968833493379,35.7006444626531,27.3598809605314,0.0773063703138206
"7128",60.6370643884885,17670.5238755898,103.408953626382,63.4444329978237,851.629691942492,6.7753936160078,6.23777008208286,3756.98052270057,13.7567502246233,7.9309401398373,69.9228041960051,55.8047358186158,44.096126574097,7.15276477762109,16.4151465477018,12.8338297068768,0.0784190851208197
"7136",67.7293265048842,22485.2026372736,78.3934034268318,68.7786611079271,566.224786484684,8.93354801983186,7.1971119661548,3608.03903501201,8.9933913433691,7.37726869060323,86.93442005582,30.2223767895412,39.1171711282395,3.16010876651099,19.9415752433196,37.9586757982615,0.125444102937276
"7138",63.1191427999895,23140.9149027969,137.04165630851,67.6593128559949,812.594245774866,9.94314581425493,6.4828815890722,4670.70230107061,17.2726227439185,7.61234824903973,77.5079302790067,83.9167212571611,37.6308012592213,10.2950810104206,41.3801211124702,35.592396556937,0.0712983782393797
"7139",64.9034253188027,20784.7809896634,87.2249583746052,67.3960221187692,680.445945609286,7.3558156277163,7.36244924318377,3651.73384102638,9.83434633816181,7.41188880819641,80.7517378736235,36.1361549081941,33.5040864031639,3.95379518449305,13.3630885436276,30.0555264320746,0.0901138535393222
"7143",63.0735679488929,20681.0448663533,64.6175912602592,55.2718194605712,1179.19013173007,11.5336230346365,6.03582667949619,4101.89050974763,8.79322317378747,8.23944432340766,84.760224135234,18.8092824946652,35.9722951030528,2.21308053312962,21.2752548495044,23.3701879386976,0.0471408672643803
"7146",61.4594707116892,20492.1025805791,94.7185959794599,44.4164411528389,861.548335607934,11.3780080879259,6.02216592019198,4050.10873801906,12.8350756976848,7.72760168420737,81.6911361714602,41.3605832940224,36.0083355306836,5.46591227421262,33.966556643781,44.3608186055017,0.0577844892650488
"7150",65.1742341980194,23166.1272940666,98.07672405434,50.8872743634604,2101.88676917378,22.2661641086404,7.16081197170703,4169.21921150554,10.6659305683645,6.81283767937725,76.1507312285013,45.9500276890471,40.6039240283071,4.76941700702776,33.7930446554827,36.6109292761592,0.0250042245602198
"7153",65.1811939643973,21982.0820076346,70.3319317515247,68.3597246556203,993.745754370751,7.53616059754481,6.6342848444062,3547.17553871888,7.64377815656588,7.18587447866207,86.9162746652499,25.363329702438,34.227286312806,2.62837811537091,17.3911780096638,34.6044011382791,0.0638963084410991
"7159",63.7856733349442,23314.4748431912,97.3779652813833,51.6574490172837,603.068679869473,7.17495860767275,6.49207223520591,4275.11787828056,12.1157218931649,7.58130778144822,84.6628171209893,44.2410423696752,31.0713466348146,5.3821301411811,30.3443294935843,34.330700680448,0.0823036497521272
