"cow","int_feed_intake","int_feed_duration","int_feed_visits","int_water_intake","int_water_duration","int_water_visits","int_total_meals","int_median_meal_duration","int_median_visit_per_meal","int_median_intake_per_meal","int_median_feeding_pct_per_meal","int_number_of_non_nutritive_visits","int_median_pct_feed_remaining","int_median_non_nutritive_per_meal","int_total_actor","int_total_reactor","slp_feed_intake","slp_feed_duration","slp_feed_visits","slp_water_intake","slp_water_duration","slp_water_visits","slp_total_meals","slp_median_meal_duration","slp_median_visit_per_meal","slp_median_intake_per_meal","slp_median_feeding_pct_per_meal","slp_number_of_non_nutritive_visits","slp_median_pct_feed_remaining","slp_median_non_nutritive_per_meal","slp_total_actor","slp_total_reactor"
"4044",62.5428522409427,18857.7970566925,95.632623316468,57.3363274544167,395.034381886598,7.71253877768522,5.51533283946051,4421.51665843478,15.2611909742661,9.39168424899912,74.7518003099543,46.2463114091112,43.1949803617368,6.64479152456922,16.0857188947531,29.8895788977591,6.41573856090518,1296.38895693177,0.171908343811866,13.8701992064284,0.233161416735834,0.243543443419056,0.200672646276714,0.258573094835256,0.286093375992621,0.260137274887238,5.04961725434446,0.327463835200821,11.5066087291317,0.35383033189677,0.40772207202118,0.401674969762199
"4057",62.0499743807933,23819.2657939138,75.1718455034255,84.622901573527,754.865727730574,12.7095883003321,6.20101578560603,4561.21507856855,10.0811649768372,7.78518371426486,90.1561692385433,32.958054732874,34.1007660882548,4.0871420380837,12.5628137495179,39.9253608469368,4.60438417634318,1286.36012974286,0.183767190214181,10.990798130529,0.170015308194591,0.207407487423583,0.212374087240522,0.265058957305036,0.322599736701317,0.266943228744808,3.77050536829226,0.358306895131569,10.4163463854687,0.384191175041511,0.371305124464749,0.394845752292669
"4072",64.373966890421,19272.0107665551,105.926648801719,49.8607313620063,711.648537574946,11.875925480905,6.88913196774342,3366.22165297113,12.7846012362352,7.57663749365577,79.7655555367024,52.6527080976718,36.3855753372358,5.87338669023957,31.4354316171751,53.1654381728853,5.15129432693886,1777.22466587076,0.202135553750346,10.4117838068837,0.197830774219404,0.254010957259666,0.192285367978922,0.30094381068818,0.305267988147832,0.285080234228561,6.70405171872988,0.376266838060322,11.8148057877025,0.380867222820623,0.454887321847106,0.463538063472749
"4080",64.2831967595937,19800.7267715655,104.744573494026,53.6624750881617,755.163876673165,12.7748384088538,8.68849492572881,2630.86921391981,9.41115940015156,5.64945840258623,79.8128739626664,57.2001021089175,34.7826554006129,4.80177943626253,27.3393543080213,48.8636968357173,6.18456716082015,1420.19678640763,0.171744881604915,10.1799698227312,0.214036616397506,0.245041809982517,0.177059000792745,0.260675154356179,0.293730180471803,0.255711040101291,7.97868728096997,0.306749359636527,10.1436684588149,0.356454502573721,0.305400303346931,0.356810960999728
"5005",59.3038055900449,21603.769022498,38.7669043559102,21.3069296301782,795.775158862653,7.70989682478444,5.28961352252904,3520.8882089719,5.04308014887203,6.91891056037768,96.092519165603,11.3499400473027,42.2079590366083,1.62486564128369,10.1708487439664,6.38634073306582,8.43002814618057,1611.8030949552,0.269063715520173,11.1102829547719,0.252578237932796,0.321708169349703,0.224048536130645,0.285660170071893,0.342764815815067,0.280115769120136,6.9183666205882,0.527424503212236,15.9684145645381,0.391539165802678,0.445973955178765,0.48990783230739
"5041",65.8101414249908,24661.5303763066,139.167166176492,58.0653951634212,1201.47830033518,9.90923064821923,7.29054863154758,4532.51530650942,15.4588242851506,7.1645020762964,81.2381562506638,79.3569055131378,26.3476120695954,7.99440155884234,38.3304123926823,35.7511723958589,6.04510170725783,2010.67088749922,0.261828536553696,11.0911192792739,0.192367300663757,0.288568451151441,0.184405327842346,0.272204673546828,0.312280845429982,0.260136116670609,5.06911317211701,0.447294434540673,12.2237927941961,0.39038814811491,0.364860630877287,0.488939861712925
"5042",72.4987572808866,18627.7940809097,205.625204217444,61.5713446132814,824.955881429966,11.874511051861,5.6347473002701,5520.29596948632,30.5357123126939,10.4325623587666,57.2075543561041,161.710309642783,41.0878551108473,22.3178127272735,48.7270564422211,62.6723387860473,5.99472080120377,1104.42314597879,0.187953370665993,11.984662405003,0.275857126767171,0.341388999763629,0.184658741501072,0.269194018551283,0.318375006300584,0.289486104756435,5.99332123694776,0.322342436979566,8.83008512595851,0.3716823614206,0.291553530786547,0.354656155654292
"5061",64.7181365847997,20683.3914655339,91.8038055796991,70.2071936232008,651.197015455826,9.91260957930731,4.93308593918426,5252.22048790007,16.6404644292081,10.3554596986287,83.2176602632626,37.3182044982161,43.4326307681858,6.46287860035935,34.412373663844,40.267221425594,6.23541761932417,1620.81696331061,0.21230487916683,10.5463697835436,0.200798425714325,0.200099956704004,0.228805475128694,0.277672780098888,0.310426676145656,0.313188591670297,4.89653262740383,0.391178478010581,9.63288935632996,0.37288117936083,0.340867279160432,0.392107007502465
"5064",66.0054517706864,20891.6331230264,82.0500475777949,66.0209543926881,727.100055117207,8.48652692059791,5.59968795662429,4629.0320249355,12.8570755184578,9.33018184026836,80.9385790423819,33.4844507163267,38.0646906297428,4.80377169488483,19.4612700556638,26.7120118491459,7.64172454276308,1566.17128868778,0.153876379265168,13.4074778270588,0.201572295593109,0.235585830519483,0.182664225989676,0.275353221877841,0.293783971933348,0.264883935470117,5.56791002093207,0.292380700754607,12.1298823678622,0.383531552709693,0.362457725460324,0.401827675479004
"5096",55.6607300653357,18239.1505638402,84.6841898417753,38.3331476280447,590.141793345398,6.41577315423404,8.53830178065058,2598.1861835473,8.07945197080521,4.93083915848595,77.311731592273,40.4692266403186,37.2056319885193,3.65986510372979,26.7999551430531,20.2097607483256,4.37766809875358,1388.97070264968,0.180670863716409,9.55331322831949,0.200722534006812,0.241357391116501,0.188948981367387,0.28028434125133,0.320780671811377,0.315583738010973,5.07922396358136,0.362418993872518,11.5608638278305,0.373307971236368,0.361847238622639,0.506967480176359
"5100",61.3155207074525,21978.0665462016,126.371099255133,52.5832300922604,425.170413470522,9.50353432996237,7.80080055447519,3504.19132413558,12.243375928679,5.69409209094626,77.5661506805616,74.3094017550833,27.4567378402507,6.7874966548981,25.8493850760613,26.5631486343421,6.75159107897344,1720.56748279635,0.151113331603573,10.7414585517319,0.221639871913663,0.233361525924406,0.165565806257374,0.28970124922233,0.291153669488201,0.287643711600046,6.47625870972696,0.243109384554863,10.178249971628,0.337752328714224,0.347907203572509,0.418502462924822
"5118",63.0046860021039,23169.1715312756,75.3679063134271,65.0278191846927,1063.74627039958,7.03330578290165,4.94744256124428,5865.5682220858,12.2566703105251,9.78364121398401,82.0252982409996,25.2424165093946,38.7586098556433,3.8071377136759,13.5801903055518,33.6798171332705,5.76342361646372,1612.81347555118,0.168504155692175,11.7039379138102,0.220184214816293,0.279287324651757,0.195374666362546,0.278767464870582,0.318486371416802,0.28363892030542,4.90228013769321,0.437497780337012,12.2648573064846,0.378276212625162,0.476271401390308,0.394826409352999
"5120",69.6036578168966,21793.6896430287,89.568259409406,58.9728964214851,743.939042800272,8.99973101647869,5.7654455088363,4406.16661950059,12.4896575454433,9.54638541966173,84.9441046751473,33.5004980180871,30.6830193770156,4.24191822873492,37.8040037542673,12.5287563190689,8.11153375592561,1744.19664007256,0.205473172090798,11.1062003959905,0.196283062016285,0.261614375192428,0.211501492161225,0.280100694892359,0.327081480993238,0.280618785344136,4.70572852965514,0.389672683464608,13.2253287181679,0.402169926498393,0.314858186821,0.522087679957219
"5123",77.2179939246919,24853.9752032403,99.9226911585663,94.156523221737,539.142624317149,11.3136514784719,4.86417404614342,6077.561442332,16.3520371152577,12.6353882165479,84.0709134872196,41.7195457970377,38.6165556129055,6.27656658740892,35.6889780812388,55.7146558437236,6.25861786778715,1788.86599872875,0.189104651146891,12.6454304354138,0.20987085432343,0.229514074307228,0.239392864176708,0.318248784577736,0.366487184626048,0.343218386444903,5.31116591040101,0.344503963218743,14.1666541373649,0.424588034360195,0.446471051577969,0.395987926435298
"5124",62.0831635239154,24370.092423851,97.5253442249679,40.8504171729911,1215.27383052717,17.1725146731092,6.11480507264858,4676.02177454548,11.8873608499698,7.30387761489604,84.8462884751808,48.918346613425,33.7851834159809,5.59346395051647,35.8945671692843,37.3712225924934,6.21415003205638,1887.1686997372,0.205570246855109,10.699184701127,0.181286667339186,0.237028016244478,0.233464974483213,0.283339881499415,0.327548113938994,0.304974291632951,5.03029404449142,0.314957009818228,13.1887123285442,0.375864232946695,0.39657914052855,0.432172684458863
"5133",66.9792212959118,21019.9767239358,107.805098251078,58.6882249231332,503.328841884539,7.49702395034835,5.16711216980028,4727.46188995285,16.8446155715703,9.88597773197909,83.898951241576,53.3067740351194,34.5630929166896,7.88167854243918,44.1026969439293,63.0582335851028,5.9046139903396,1717.07218685122,0.157430868979726,12.3062486387027,0.214346687896929,0.248379534491442,0.210767196973382,0.28618425178848,0.327138018969795,0.39047918104966,4.94078854544781,0.276944194556849,12.9668194030335,0.364408142553958,0.361819230064781,0.351065146871706
"5135",74.1920037464546,20304.9662018796,100.480286778379,58.8411626331667,433.128353481934,8.58335643363739,5.43081553498369,4328.32055179318,15.0912649153699,10.4101088639404,80.1414636940545,38.6603047873723,43.0069042579893,5.57221874554759,26.9466952922013,27.2676824639696,6.46875767712569,1553.54477908116,0.197483566751082,17.2803863212942,0.210154063776966,0.229227883740846,0.183629891882786,0.268566904513937,0.299905310481211,0.255641364630652,5.13715288195489,0.355858765438572,15.3034999496479,0.374398646093453,0.392083808948879,0.442297317835525
"5137",63.9103509765075,18404.2127223923,90.1586658541138,46.9604675056804,387.274825361947,9.98135340671683,5.04828958773049,4432.26859604622,15.208840765181,10.4362129169749,76.7304767537142,35.0788574059551,34.9876174758754,5.62218762825059,21.1808366684895,41.8046511729573,4.90245220796481,1251.98129184445,0.192264986351613,10.5144855214037,0.177243617558044,0.197305737068169,0.174825658913407,0.259231602506751,0.280089059755698,0.209673987365028,4.70459416039328,0.350648055592075,16.603925985058,0.362486195010043,0.486380456291658,0.429451860763667
"5139",65.8432747645781,20506.7874811152,66.3255381074079,55.1703785325915,405.170030762364,7.79633398662003,6.42283703772466,3190.50931735939,7.67818138532744,7.47892703600699,89.4325121013572,20.8288929447666,35.9882672643591,2.26699263849057,25.7052451267621,49.7068678215987,6.03073152189174,1686.737075999,0.226986738077594,16.0557099125434,0.263730971199433,0.248179780882369,0.187877744131728,0.26810757886122,0.324290692697164,0.280873768063658,5.7065430402769,0.437182907344429,14.2447838171115,0.371187034965705,0.444240235130587,0.393659839189721
"5140",63.9030895448977,19311.9310389042,133.724367599458,41.4611694915242,600.784273200474,9.96525763522181,6.9787569054649,3736.26206678583,16.1657439623607,7.09018044189249,70.9833819236819,76.96217518226,41.0897812929927,8.98572492276394,25.5433362649538,57.5194689336746,4.23985844773784,1371.41542996384,0.152332981960778,11.2303904534943,0.195431791435476,0.218707538889933,0.164892893079455,0.233727004126845,0.277779786891531,0.171758312061506,4.74311528004169,0.269554295173622,12.3768358471368,0.351765057291974,0.489922665655327,0.371235857757423
"5145",65.7803673394002,17871.2851719481,125.263369590167,56.7831551020138,387.685290910381,8.28359451495192,7.08907525081381,3081.34416587724,14.6525166937813,7.43615965433577,72.6460271608053,65.1203480875073,32.9232072778981,7.13148977693051,17.011183059788,42.7733975607951,5.04606174853973,1342.29890412103,0.193311547379794,12.5263466215438,0.225156095535313,0.246395558082288,0.172428901902889,0.246432479240717,0.287300188531664,0.261932062445329,6.33716435933494,0.36713240107966,16.3541998308363,0.369838103713488,0.521965610794819,0.386168088555968
"6004",62.6003040228117,20962.0144089288,55.5924221980988,45.6261022341305,422.311627588282,5.95990669371421,5.24713395695087,4177.5151102849,8.11639496964063,9.15867099336536,91.7046502346782,13.7776250646317,26.6973053008715,1.9466726871974,17.5664536103748,26.2040945057534,5.85836204078731,1948.76359722677,0.267829025402629,12.2471449846043,0.205855753083728,0.204380329691769,0.179216223984846,0.255489477425047,0.321841322475346,0.235000646028731,4.47953230578862,0.587129326457402,15.0965426312496,0.390914757141121,0.393968038535579,0.384263264416468
"6005",67.8585750994746,21117.6035019582,118.178648157223,68.6874467476013,580.343069599531,7.51157516211796,6.81219175885291,4060.43501074526,14.8370019628627,8.32035590689315,79.9153906304704,57.4975879450847,44.0072475645579,6.68666553676088,29.2562549448826,33.4686820264694,4.67402151835257,1292.45040113704,0.183784511707602,9.43307494239195,0.187548578127205,0.214743318126171,0.190631053626965,0.219724865518804,0.264806498245613,0.215050291916928,5.50885872243974,0.348874672566591,10.9052108415755,0.357434744750102,0.372569372939646,0.427849246183558
"6011",67.3103026646779,22904.5404387163,186.62546684352,61.7445870008805,465.619793511663,7.00175411998397,7.27814671451414,4052.03172549776,20.2585132997227,6.73938370574896,79.2218831839459,131.331818098708,35.9683118011254,13.1972132788453,36.324818278469,35.8088704745333,4.13661395725918,1460.11936336143,0.197335933658843,22.4033114605787,0.251583137235569,0.300337853032392,0.164934117115815,0.264629786428678,0.289588384895467,0.256119973212999,4.34925808451199,0.299990185869472,10.5419661580565,0.363248284809413,0.421076170329753,0.418228186337469
"6022",77.4999847256854,23210.9262477824,100.164996450997,95.8842828672595,921.580099301719,12.3144726042116,9.14391889377319,3095.90601414558,8.34503332997938,7.00867633154328,85.4075114547721,37.9304334603225,25.6989239916163,3.02515319489193,34.3064821032035,39.3216850261666,6.88527713498642,1268.17139239655,0.165810653433913,10.7182915373764,0.179609539101637,0.28580835687116,0.157220997195774,0.264359253067394,0.303279691927941,0.196360252580831,4.51591190532128,0.345806620921193,10.2836208857674,0.371120132148848,0.334845209006617,0.428148176229872
"6025",70.8250007286079,21678.4633565972,74.2168309292953,97.2871178162478,1677.97402032477,11.7493849093812,7.38530859014561,3533.66523716238,7.88961288843925,7.62775609244469,85.5066302779272,27.4292168977287,43.3015970007002,2.95541070420526,17.6298546451014,34.5925019949115,5.69500386561955,1334.78259474117,0.175175223247805,10.6940372803431,0.199016451794129,0.300279382413823,0.159076413188151,0.253402906738951,0.298598655398579,0.256123708409421,5.97587964043607,0.374491487615732,10.4537677487145,0.367336674579335,0.400782796827516,0.394516227145823
"6027",69.1517629329551,22608.0394192135,136.838417888492,63.7534066281138,529.698150847031,11.1822273709191,6.18433531961282,4519.42769640186,17.3448285412155,8.70294274604004,79.5439232088106,76.2770202304031,29.0591987544292,8.76937174992295,32.4749725525972,43.0685630051069,7.15414215017013,2094.79139565557,0.192952439166859,13.0591948307331,0.196459692351985,0.231806153846002,0.209481843913736,0.247901567525719,0.294230792593612,0.27114415414749,6.10466879478726,0.307566237258529,9.46706256382905,0.37907832973319,0.381478049996009,0.412574233898897
"6028",70.6259107566798,22739.1639801847,114.374680690434,72.4616329871435,938.70357026535,9.07975664922495,6.34845015700596,4408.04076936155,14.6265478775425,8.45829161300832,81.0169059297855,50.5330661679756,26.1436349767444,6.11225052562261,55.3435680777676,33.0735538964762,7.04068681850938,2004.33406058622,0.240289335087193,11.9843490613565,0.149912495486956,0.228200612003336,0.195230251924288,0.274562674300902,0.33136708049826,0.363154179806012,6.27532331045594,0.380878354760647,12.6434981281948,0.389216996324913,0.327778397731205,0.454357923932667
"6029",72.6413712374057,20912.4975621837,74.2338636718515,71.3566997513991,790.56033448844,7.93295023361204,6.14730615884784,4239.81925481295,9.83409210029989,9.53309226095998,77.64650661662,21.2913199767911,39.1882373322743,2.70864388712761,22.373871305032,18.2103812678623,8.18727930677492,1760.98916645249,0.250560819746802,12.0454442729387,0.247414965626191,0.205792142678896,0.197089903278912,0.276715996819282,0.314582082622294,0.263310090732015,5.77098265127833,0.563272916143867,12.9922606434798,0.384377670526235,0.432924627386803,0.532829269455566
"6033",58.5482298509617,20142.1890120447,104.708400403335,29.6628902299619,666.342926720817,10.5863061790582,5.49787983082914,4610.22586155205,15.5344455451513,7.91212931024836,75.0887227379462,58.6297590916398,45.6498387685845,8.40456762020768,33.3147427792153,28.268608744042,7.32034106263083,2134.54826558632,0.183623971010952,10.3091216893075,0.324866940137737,0.218144336875025,0.204031533140531,0.273192163206489,0.304553407309636,0.279861073621658,5.36699850571748,0.329902264980725,11.8526380776317,0.37633871384895,0.399679272549927,0.430701400975923
"6041",66.4198480937175,23196.378431411,102.791617331482,63.5969010198729,347.919655282788,7.61224418865649,6.17928101690041,4343.83241374348,13.5739911884742,8.552687254943,88.2641721778187,49.6863210444435,28.4083821667348,6.01725280084467,22.3441378836777,33.295361834612,5.57626558269598,1526.72400639272,0.18466975709776,11.9900140621235,0.182100370044676,0.213181706018316,0.171405860984233,0.277119083212001,0.317674311966761,0.264694198512792,4.31180213673683,0.355747290586298,12.2368685442773,0.387707968932994,0.451808140836806,0.355185120647221
"6043",59.8740538860027,18975.387943264,60.5482790988469,43.2982555165503,495.382462891124,6.22555215115784,5.80954017315388,3451.30527511582,8.31079415517911,7.68162203475863,89.2187565004012,22.2436320608697,42.5039234819754,2.96543057992651,38.7940531649185,34.5816407072686,4.25475209158448,1416.16197627028,0.166023853229794,10.6297151995427,0.226160245578908,0.241866623703072,0.201241547187957,0.256099740935632,0.301759806447685,0.239618823569847,6.41543308410059,0.309204352115884,10.1744036003269,0.36265861416802,0.269921764850942,0.360729430026888
"6050",59.1925834499652,20658.4773990231,88.0043026805839,50.4530964133508,831.869464381075,8.2764978614617,5.47615781407495,4411.40153264256,12.8836333655037,8.5445088731566,81.6282476949875,36.4869252426407,30.6497885309183,4.87825256449526,37.4366475943242,29.5339864981033,5.35899512856398,1488.36679936476,0.197358530425554,12.2830716507435,0.184982105877171,0.23592871635661,0.191237781791894,0.264074315225544,0.307484598393809,0.247319479540684,4.42403458812918,0.331086001449007,13.12760892691,0.373712710319008,0.348755065313774,0.47785877983746
"6055",60.5909356564255,19959.4351558281,131.167701395139,43.8070942312981,367.973253155885,9.53149865154741,7.64083900568767,3286.76786838443,14.046635654243,6.09560695409541,77.0999178155133,76.8510767816805,28.4334555367644,7.42689405802478,17.4942597502798,35.9075896017461,4.45281221555305,1363.69705628622,0.172033748046436,9.02946908260476,0.218269931507555,0.239508102906677,0.192133744882907,0.274605074096788,0.267698755316981,0.258798993207566,7.01690095858469,0.284458823028507,13.0261212611787,0.342044612540055,0.48854843436184,0.421034360599716
"6062",71.1648287792273,22620.6657772223,91.8436407889191,78.1713298713725,864.525980219963,12.4912439052591,7.46773086318942,3637.2284216772,9.93870725377262,7.8237100886246,85.4598904112068,38.3916336456881,34.9651660099603,3.95611133939153,15.8809105197716,46.0745681289863,6.66086340874773,1540.62231535763,0.183992587274028,12.2029952497072,0.168815713093388,0.230766173687793,0.165173672115243,0.250485975288231,0.289386743057618,0.19717543658904,6.11389848873473,0.338688008175414,13.5472074277532,0.375420920972273,0.449275292161103,0.349815387039275
"6067",70.6030286833862,21662.8761492231,82.9368953897231,62.5370410128791,906.513517893902,10.8762768931737,7.54036478546847,3392.37483345953,7.93509757034678,7.27875921172055,81.366366450915,31.0546338509497,28.4769767455897,2.9412018821612,30.1611138252093,26.4536104841205,8.41302735469969,1964.70250646403,0.214260637319932,13.0136147321462,0.227258226511644,0.224933536113316,0.167668239249323,0.255301443066084,0.296556484646311,0.219740493849178,6.37612876948242,0.46339665083082,11.0905538064486,0.375486501566783,0.392234918293371,0.466830624296987
"6068",66.5815347317351,24028.9760145733,102.232687204511,61.5304998286329,997.267633683926,9.64091836921676,6.11004244591658,4649.71066855417,13.5177116669776,9.08577395924548,87.2729898934705,47.9096406525518,29.6298952624881,6.05786443371167,30.9932492923454,32.7310325713954,7.05597842953706,1946.52916137451,0.207723078173977,12.9806048365642,0.165229330343772,0.258136773975058,0.19972958940285,0.25903810889794,0.301315312495146,0.227557675786141,6.14264174018926,0.341815894648268,13.5371939141505,0.372299781517855,0.365670253546633,0.400683030962549
"6069",69.9408376932846,20277.0212483844,105.133569532982,65.0791699602741,1180.39438026103,9.19675063692555,5.47466900890631,4879.63644830735,15.8781694381236,9.24313204139436,73.2254957964056,38.2882652642261,33.1614309480882,5.40093873102855,42.4147110970521,30.2435348474692,6.86424187343813,1667.44009458657,0.19154581786494,12.1611144121233,0.292720916977539,0.357160749881548,0.211904770072565,0.305689853972132,0.322758337079238,0.557650250732451,5.90434964929489,0.354362642256396,16.8640608321409,0.403826424626676,0.339094948536129,0.411044626366121
"6079",70.6707640720371,20813.9777797855,97.8020851406152,70.5917857313368,645.686710334217,8.80222368855144,6.40432530482991,3709.66586491229,11.5618838757085,8.198971176469,83.2805924023515,40.8031111065052,34.5777169662191,4.27553022620182,22.2581622479729,36.3050476768498,9.10717337482474,1526.60271479478,0.184908032172569,11.5236902588157,0.174160618298432,0.226351211623717,0.2000208182355,0.272320048717334,0.316351838682036,0.272959247018894,5.68659094108144,0.288547396663163,14.8747027179784,0.380555564142829,0.492562842063612,0.399519926118763
"6084",65.7421940606165,21981.2729226947,72.4659469069307,73.9661925103036,533.013204191098,7.60611291069593,5.45281167806391,4303.61892416952,10.3470231767725,9.50310641654861,92.4667307884231,23.6281184186834,33.9608546122442,3.24525747677195,29.6458964445473,40.3498688929608,6.58350753344156,1574.823962428,0.218536452982071,11.8582539027494,0.177492277482356,0.197328098298337,0.17229257438797,0.256834174664698,0.337706248492083,0.240102154941551,4.36252707871811,0.457262492112923,13.0378685036729,0.416163284267807,0.398748147695899,0.379555842735576
"6086",58.7302056750357,21313.6491391189,64.0869177226286,49.1599451781851,430.186908397419,5.97101235368333,4.70123448628058,5147.92009185225,11.5185016677956,9.67297229555408,89.3345847262964,23.1788886368849,38.8677589226413,3.95075900926914,18.7200718907942,34.6148726911261,6.17060910822809,1719.1646161974,0.192267168404442,12.3257744720985,0.175081571103254,0.248121959423197,0.178470048546672,0.261982814794464,0.301706741849248,0.221060568385527,4.63336952653019,0.430202572061973,13.6513319333882,0.392139359690944,0.404221922634366,0.392655922595554
