         0,     0,17, 0:03:16, 0:03:26,    10, 32.30, 32.30,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,18, 0:03:16, 0:03:26,    10,  4.00,  4.00,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,19, 0:03:16, 0:03:26,    10,  1.90,  1.90,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,20, 0:03:16, 0:03:26,    10, 21.60, 21.60,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,21, 0:03:16, 0:03:26,    10, 22.20, 22.20,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,22, 0:03:16, 0:03:26,    10,  2.60,  2.60,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,23, 0:03:16, 0:03:26,    10, 14.10, 14.10,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,24, 0:03:16, 0:03:26,    10, 13.90, 13.90,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,25, 0:03:16, 0:03:26,    10,  2.70,  2.70,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,26, 0:03:16, 0:03:26,    10,  2.60,  2.60,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,27, 0:03:16, 0:03:26,    10,  7.20,  7.20,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,28, 0:03:16, 0:03:26,    10,  8.80,  8.80,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,29, 0:03:16, 0:03:26,    10,  0.40,  0.40,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,30, 0:03:16, 0:03:26,    10,  0.00,  0.00,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 1, 0:03:16, 0:03:26,    10, 12.90, 12.90,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 2, 0:03:16, 0:03:26,    10,  5.60,  5.60,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 3, 0:03:16, 0:03:26,    10, 24.80, 24.80,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 4, 0:03:16, 0:03:26,    10,  3.20,  3.20,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 5, 0:03:16, 0:03:26,    10, 24.70, 24.70,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 6, 0:03:16, 0:03:26,    10, 16.10, 16.10,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 7, 0:03:16, 0:03:26,    10, 25.30, 25.30,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 8, 0:03:16, 0:03:26,    10, 12.20, 12.20,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0, 9, 0:03:16, 0:03:26,    10,  7.00,  7.00,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,11, 0:03:16, 0:03:26,    10, 50.00, 50.00,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,12, 0:03:16, 0:03:26,    10, 70.70, 70.70,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,13, 0:03:16, 0:03:26,    10, 26.10, 26.10,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,14, 0:03:16, 0:03:26,    10, 27.20, 27.20,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,15, 0:03:16, 0:03:26,    10, 22.10, 22.10,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
         0,     0,16, 0:03:16, 0:03:26,    10, 27.20, 27.20,      ,  0.00,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12200085,  5139,28, 0:03:34, 0:08:31,   297,  8.70,  7.40,      ,  1.30,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12200091,  5145,18, 0:10:50, 0:14:02,   192,  3.90,  2.80,      ,  1.10,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12200085,  5139,28, 0:09:08, 0:15:48,   400,  7.40,  5.70,      ,  1.70,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12200091,  5145,17, 0:15:01, 0:18:09,   188, 32.30, 31.10,      ,  1.20,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12448398,  6011, 7, 0:16:00, 0:19:19,   199, 25.30, 25.10,      ,  0.20,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12448398,  6011, 8, 0:19:44, 0:20:49,    65, 12.20, 12.10,      ,  0.10,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12448398,  6011,11, 0:21:09, 0:24:37,   208, 50.00, 49.70,      ,  0.30,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12200085,  5139,20, 0:21:09, 0:25:12,   243, 21.60, 20.50,      ,  1.10,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12200091,  5145,21, 0:21:27, 0:25:18,   231, 22.20, 20.80,      ,  1.40,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  11499184,  2074, 6, 0:06:22, 0:26:02,  1180, 16.10,  7.00,      ,  9.10,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
  12448398,  6011,12, 0:24:41, 0:26:17,    96, 70.70, 70.50,      ,  0.20,  0.000,  0.00,  0.000,  0.000,  0.000,  0.000
