"","date","cow","feed_intake","feed_duration","feed_visits","water_intake","water_duration","water_visits"
"1",2020-07-15,2007,65.2,10813,67,136.5,565,11
"2",2020-07-15,2074,65.8,6316,59,130.6,403,11
"3",2020-07-15,3067,62.5,10605,45,135,462,8
"4",2020-07-15,3117,68.6,10428,76,111.2,514,9
"5",2020-07-15,4001,62.4,11247,78,129,990,10
"6",2020-07-15,4038,65.2,13106,91,160.4,887,16
"7",2020-07-15,5005,54.6,12327,38,94.1,1233,12
"8",2020-07-15,5133,58.2,11822,88,121.8,679,9
"9",2020-07-15,5137,56,7368,79,111.5,553,12
"10",2020-07-15,5139,56.7,11043,60,122.4,562,11
"11",2020-07-15,5140,52.3,9419,102,99.1,1112,20
"12",2020-07-15,5145,55.4,7673,87,119.8,439,15
"13",2020-07-15,6004,56.2,13842,44,116.1,689,9
"14",2020-07-15,6005,49.5,13300,77,117.7,504,9
"15",2020-07-15,6011,49.6,15302,126,153.8,965,12
"16",2020-07-15,6021,71,12589,59,144.1,546,9
"17",2020-07-15,6028,59.3,13961,77,140.8,1329,13
"18",2020-07-15,6033,53.3,13821,74,98.1,1481,15
"19",2020-07-15,6047,50.4,11742,76,111.1,1130,20
"20",2020-07-15,6126,57.8,11668,68,128.2,1733,29
"21",2020-07-15,6129,58.5,15115,73,135.6,573,10
"22",2020-07-15,6130,51.2,16517,126,113.6,837,10
"23",2020-07-15,6131,57.9,13657,69,126.7,620,13
"24",2020-07-15,6133,40.3,8637,37,97.6,593,8
"25",2020-07-15,6134,51.5,11520,103,132.2,1497,21
"26",2020-07-15,7007,59.6,10522,78,115.7,800,10
"27",2020-07-15,7008,55.9,11662,119,138.4,462,8
"28",2020-07-15,7010,56.8,12063,60,132.2,877,8
"29",2020-07-15,7018,50.3,13605,87,99.2,678,18
"30",2020-07-15,7019,50.4,14039,85,123.3,570,12
"31",2020-07-15,7022,66.1,17795,109,139.9,1258,25
"32",2020-07-15,7023,55.7,14668,81,108.6,875,9
"33",2020-07-15,7024,62.8,10105,75,122.6,903,11
"34",2020-07-15,7027,62.3,13646,130,110.1,699,11
"35",2020-07-15,7029,58.3,10435,83,118.7,1559,15
"36",2020-07-15,7030,62.4,11779,115,138.2,658,12
"37",2020-07-15,7033,43.2,6632,39,71.3,558,7
"38",2020-07-15,7037,63.1,14775,85,141.6,1861,30
"39",2020-07-15,7039,51.7,10006,98,103.5,887,16
"40",2020-07-15,7043,58.9,14812,76,121.6,759,14
"41",2020-07-15,7051,66.5,13673,86,145.4,1200,26
"42",2020-07-15,7065,57.3,15335,71,115.5,716,14
"43",2020-07-15,7146,49.6,14432,93,92.7,1391,17
"44",2020-07-15,7159,51.7,16500,98,112.6,851,9
"45",2020-07-15,7169,45,13320,106,86.8,2128,31
"46",2020-07-15,8015,47.7,11369,54,94.6,791,15
"47",2020-07-15,8019,39.2,11398,53,93.2,733,9
"48",2020-07-15,8023,32.5,8587,45,69.2,904,8
"49",2020-07-16,2007,54.4,9022,57,101.6,424,8
"50",2020-07-16,2074,65.7,6418,70,113.7,339,11
"51",2020-07-16,3067,65.1,11218,52,143.1,535,7
"52",2020-07-16,3117,67.7,10896,65,141.1,764,12
"53",2020-07-16,4001,60.8,10774,76,126.6,701,16
"54",2020-07-16,4038,58,13488,85,146.7,815,12
"55",2020-07-16,5005,51.2,11419,29,87.5,1149,8
"56",2020-07-16,5133,56.1,11704,98,120.4,915,12
"57",2020-07-16,5137,54.3,7470,63,122.5,603,18
"58",2020-07-16,5139,62.3,11202,47,133.2,940,9
"59",2020-07-16,5140,52.3,9771,100,95,999,14
"60",2020-07-16,5145,59.4,8235,99,125.6,420,15
"61",2020-07-16,6004,44.5,12150,40,93.2,520,9
"62",2020-07-16,6005,62.6,15124,96,141.7,875,10
"63",2020-07-16,6011,46.7,14669,114,118.6,596,7
"64",2020-07-16,6021,66.3,11195,48,144.5,628,9
"65",2020-07-16,6028,58.9,15324,83,154.3,1668,19
"66",2020-07-16,6033,46.9,13967,72,88.1,1305,20
"67",2020-07-16,6047,64.9,16280,91,130.9,1127,19
"68",2020-07-16,6126,70.9,15615,74,125.4,1855,29
"69",2020-07-16,6129,59.4,15312,60,146.8,599,11
"70",2020-07-16,6130,52.7,15427,126,103.9,673,13
"71",2020-07-16,6131,54.2,13074,50,120,621,13
"72",2020-07-16,6133,44.9,9993,59,101.9,479,9
"73",2020-07-16,6134,55.3,12015,116,138.3,1315,18
"74",2020-07-16,7007,56,11270,92,114,987,16
"75",2020-07-16,7008,65.8,13937,124,147.5,557,9
"76",2020-07-16,7010,54.9,12754,82,121.7,953,11
"77",2020-07-16,7018,47.9,14595,86,108.6,750,18
"78",2020-07-16,7019,50.6,14761,97,128.5,600,11
"79",2020-07-16,7022,56.4,16479,88,136.2,1381,27
"80",2020-07-16,7023,61.5,16045,81,122.3,1162,17
"81",2020-07-16,7024,55.4,9168,61,116.5,1091,10
"82",2020-07-16,7027,66.9000000000001,14374,147,127.7,960,17
"83",2020-07-16,7029,59.8,9916,78,101.2,1154,18
"84",2020-07-16,7030,52.4,9975,108,122.2,567,11
"85",2020-07-16,7033,45.4,6151,66,85.4,589,11
"86",2020-07-16,7037,61.7,16390,74,129.6,1876,30
"87",2020-07-16,7039,66.3,12964,108,136.9,1175,21
"88",2020-07-16,7043,53.1,14520,75,119.8,660,15
"89",2020-07-16,7051,61.1,13256,69,138.4,1001,20
"90",2020-07-16,7065,52.9,14864,68,119.9,889,18
"91",2020-07-16,7146,47.6,14552,102,98.8,1337,28
"92",2020-07-16,7159,43.2,13245,82,91.6,841,10
"93",2020-07-16,7169,43.7,13554,94,83.3,2735,38
"94",2020-07-16,8015,49.4,11366,53,95.3,849,15
"95",2020-07-16,8019,40.8,12791,59,96.4,1315,13
"96",2020-07-16,8023,50.6,13408,68,100.8,813,14
"97",2020-07-17,2007,71.1,12694,72,136.4,565,11
"98",2020-07-17,2074,53.9,6142,51,99.7,311,10
"99",2020-07-17,3067,64.6,12904,51,139.9,517,8
"100",2020-07-17,3117,62,11120,74,108.3,460,7
"101",2020-07-17,4001,67,11465,120,135.1,783,12
"102",2020-07-17,4038,64.5,14383,88,140.6,1050,14
"103",2020-07-17,5005,49.5,11948,27,98.2,1243,13
"104",2020-07-17,5133,64.4,13843,89,133.5,864,12
"105",2020-07-17,5137,51.7,8713,76,100.1,560,10
"106",2020-07-17,5139,62.1,12849,59,129.7,746,10
"107",2020-07-17,5140,58.9,11038,116,114.5,1007,14
"108",2020-07-17,5145,60.2,9242,86,125.3,441,10
"109",2020-07-17,6004,53.5,13403,39,108.9,574,7
"110",2020-07-17,6005,58.1,14780,97,121.1,728,9
"111",2020-07-17,6011,55.2,16841,129,150.4,895,9
"112",2020-07-17,6021,69.8,12359,51,141.7,546,12
"113",2020-07-17,6028,59.2,16907,79,132.6,1222,16
"114",2020-07-17,6033,57.6,16725,86,103.4,1362,21
"115",2020-07-17,6047,52.1,13520,73,99.8,972,20
"116",2020-07-17,6126,59.8,13519,74,116,1898,26
"117",2020-07-17,6129,56.2,17217,77,128.1,544,12
"118",2020-07-17,6130,51,16640,124,100.5,954,15
"119",2020-07-17,6131,49.6,11477,64,108.8,498,12
"120",2020-07-17,6133,54.7,13614,82,106.5,537,7
"121",2020-07-17,6134,59.9,12744,94,127.2,1197,13
"122",2020-07-17,7007,53.9,11397,111,109.2,925,12
"123",2020-07-17,7008,53.8,12364,119,134.5,694,18
"124",2020-07-17,7010,55.3,14753,85,121.9,985,15
"125",2020-07-17,7018,51.1,17146,107,101.6,621,17
"126",2020-07-17,7019,54.5,14588,73,113.5,541,8
"127",2020-07-17,7022,66,17865,95,132.6,1304,24
"128",2020-07-17,7023,52.1,15806,92,91,783,12
"129",2020-07-17,7024,59,11164,78,115.7,1128,12
"130",2020-07-17,7027,70.9,15902,172,135.2,825,13
"131",2020-07-17,7029,59.3,10929,69,109.4,1163,17
"132",2020-07-17,7030,60.7,12859,113,129.4,704,9
"133",2020-07-17,7033,52.8,8292,68,104.7,731,9
"134",2020-07-17,7037,59.5,16383,75,125.5,1797,36
"135",2020-07-17,7039,60.7,12516,115,127.3,1053,17
"136",2020-07-17,7043,52.9,15023,67,123.6,1016,19
"137",2020-07-17,7051,67.7,16930,85,147.4,1175,20
"138",2020-07-17,7065,55.5,17294,67,122.4,977,18
"139",2020-07-17,7146,46.7,15551,96,96.6999999999999,1442,27
"140",2020-07-17,7159,49.3,14445,86,88.7,757,8
"141",2020-07-17,7169,41.3,11728,80,70.6,1476,20
"142",2020-07-17,8015,52.5,14476,65,95.2,853,19
"143",2020-07-17,8019,45.3,14693,82,85.6,712,7
"144",2020-07-17,8023,37.5,12063,54,87.3,770,9
"145",2020-07-18,2007,50.6,8557,45,106.5,441,9
"146",2020-07-18,2074,35.4,5163,36,86.8,313,7
"147",2020-07-18,3067,65.6,11386,41,141.7,555,9
"148",2020-07-18,3117,54.8,9819,78,129,555,7
"149",2020-07-18,4001,56.3,9656,88,134.9,1049,16
"150",2020-07-18,4038,56.9,12663,62,162.1,933,15
"151",2020-07-18,5005,55.9,12135,39,82.9,1151,12
"152",2020-07-18,5133,49.2,10131,77,109.7,605,8
"153",2020-07-18,5137,54.9,7920,76,98.6,519,10
"154",2020-07-18,5139,58.1,11734,50,122.4,797,11
"155",2020-07-18,5140,52.8,9801,95,97.1,783,16
"156",2020-07-18,5145,53.6,7714,92,121.6,385,10
"157",2020-07-18,6004,49.8,11874,36,109.6,610,8
"158",2020-07-18,6005,51.3,12989,96,115.1,686,9
"159",2020-07-18,6011,54.5,14498,112,142.2,717,10
"160",2020-07-18,6021,66.8,10893,53,128.8,645,11
"161",2020-07-18,6028,46.5,12098,69,128.6,1092,15
"162",2020-07-18,6033,53,14367,73,104.2,1151,20
"163",2020-07-18,6047,64.4,15055,75,126.7,1099,19
"164",2020-07-18,6126,65.3,13476,78,117.3,1935,25
"165",2020-07-18,6129,52.9,14137,58,131.2,617,9
"166",2020-07-18,6130,54.8,18256,117,107.6,1035,14
"167",2020-07-18,6131,58.7,13367,63,133.8,662,14
"168",2020-07-18,6133,40.2,9021,52,84.2,339,7
"169",2020-07-18,6134,57.2,11868,102,128.6,1100,14
"170",2020-07-18,7007,55.6,10274,73,99,688,13
"171",2020-07-18,7008,62.5,14367,114,153,774,24
"172",2020-07-18,7010,63.5,14174,78,132.8,1106,12
"173",2020-07-18,7018,53.1,16268,85,113.9,818,18
"174",2020-07-18,7019,62.8,15057,95,133.6,589,12
"175",2020-07-18,7022,54,12823,87,113.9,1149,31
"176",2020-07-18,7023,58,16268,92,115,945,12
"177",2020-07-18,7024,62.1,10372,68,124.3,1017,18
"178",2020-07-18,7027,70,14964,148,134.7,883,24
"179",2020-07-18,7029,57.6,9848,65,116.6,1294,19
"180",2020-07-18,7030,67,11755,126,143.9,675,13
"181",2020-07-18,7033,48.1,7564,71,90.4,860,16
"182",2020-07-18,7037,54.8,12180,65,111.2,1315,29
"183",2020-07-18,7039,61.8,11267,96,113.8,879,17
"184",2020-07-18,7043,54.9,15547,62,117.9,847,17
"185",2020-07-18,7051,52.7,11451,49,121.4,848,12
"186",2020-07-18,7065,65.3,19282,67,136.1,874,16
"187",2020-07-18,7146,40.9,13154,90,86.6,933,15
"188",2020-07-18,7159,49.4,15467,95,108.5,1030,11
"189",2020-07-18,7169,45.8,12775,93,92.5,2007,23
"190",2020-07-18,8015,54.6,14087,57,110.4,1039,18
"191",2020-07-18,8019,48.5,13710,65,89.8,988,14
"192",2020-07-18,8023,41.7,12415,69,83.8,753,10
"193",2020-07-19,2007,62.4,8950,46,118,638,13
"194",2020-07-19,2074,56.6,4865,55,109.8,320,9
"195",2020-07-19,3067,61.8,10180,41,134,541,11
"196",2020-07-19,3117,74,10402,88,149.6,659,10
"197",2020-07-19,4001,65.9,9635,84,124.2,775,11
"198",2020-07-19,4038,71.4,13806,88,160.8,1411,25
"199",2020-07-19,5005,48.8,9338,54,98.3,1386,16
"200",2020-07-19,5133,60.6,11046,59,124.8,881,18
"201",2020-07-19,5137,51.9,6991,73,104.8,557,12
"202",2020-07-19,5139,61.2,11489,52,131.7,546,13
"203",2020-07-19,5140,48.3,8620,86,101,1112,16
"204",2020-07-19,5145,56,7531,88,112.6,415,14
"205",2020-07-19,6004,53.7,11960,32,110.5,760,12
"206",2020-07-19,6005,65.7,14303,95,145.5,853,12
"207",2020-07-19,6011,58.7,15377,124,158.9,902,12
"208",2020-07-19,6021,64.7,10802,44,135.6,600,13
"209",2020-07-19,6028,69.2,13492,76,154.8,1296,15
"210",2020-07-19,6033,49.4,11684,63,99.8,1156,23
"211",2020-07-19,6047,58.2,12644,70,120,1272,24
"212",2020-07-19,6126,66.6,12200,80,137.7,2417,40
"213",2020-07-19,6129,57.8,13892,55,137.5,620,11
"214",2020-07-19,6130,43.1,12595,101,89.8,1175,17
"215",2020-07-19,6131,50.3,9799,48,100.9,387,12
"216",2020-07-19,6133,39.8,7516,47,97.4,444,8
"217",2020-07-19,6134,52.6,7662,133,123.8,953,26
"218",2020-07-19,7007,50.1,8660,71,99.7,714,16
"219",2020-07-19,7008,43.3,8576,107,116,657,15
"220",2020-07-19,7010,50.7,10061,63,114,1071,18
"221",2020-07-19,7018,50.7,13613,75,101.1,637,16
"222",2020-07-19,7019,44.5,4983,86,108,284,10
"223",2020-07-19,7022,55.1,10648,68,141.1,988,29
"224",2020-07-19,7023,55.1,13741,67,113.7,852,15
"225",2020-07-19,7024,57.4,8843,46,118.1,915,12
"226",2020-07-19,7027,60.3,11077,117,125.5,778,14
"227",2020-07-19,7029,57.3,8828,66,109.1,1438,25
"228",2020-07-19,7030,52.6,9678,110,133.1,704,15
"229",2020-07-19,7033,50.2,7572,55,93.7,887,10
"230",2020-07-19,7037,61.8,13556,72,156.6,1968,31
"231",2020-07-19,7039,56,9801,96,124.9,1017,18
"232",2020-07-19,7043,57.4,14054,66,119.9,1082,15
"233",2020-07-19,7051,70.4,13001,56,134.6,1093,18
"234",2020-07-19,7065,54.2,14237,59,127.2,987,18
"235",2020-07-19,7146,46,12738,73,98.2,1600,24
"236",2020-07-19,7159,46.8,12920,89,78.9,718,6
"237",2020-07-19,7169,44.7,11770,98,91.9,3352,39
"238",2020-07-19,8015,43.3,11094,63,94,1200,16
"239",2020-07-19,8019,46.3,12182,58,99.5,990,12
"240",2020-07-19,8023,45,12316,77,88,700,12
"241",2020-07-20,2007,64.1,9476,49,134.8,626,12
"242",2020-07-20,2074,63.6,5299,50,116.3,376,9
"243",2020-07-20,3067,67.5,11783,49,148.5,573,8
"244",2020-07-20,3117,54.6,7989,59,97.8,490,9
"245",2020-07-20,4001,68.2,11188,87,145.9,808,10
"246",2020-07-20,4038,65.8,11712,67,148.6,825,17
"247",2020-07-20,5005,55.8,9257,48,101.3,1641,21
"248",2020-07-20,5133,55.7,10366,73,133.6,642,13
"249",2020-07-20,5137,53.4,7063,69,103.8,517,13
"250",2020-07-20,5139,49.4,9183,50,124.6,570,11
"251",2020-07-20,5140,51.6,8925,90,107,930,15
"252",2020-07-20,5145,62,7465,107,143.8,511,12
"253",2020-07-20,6004,51.3,10719,38,102.8,575,9
"254",2020-07-20,6005,60,11847,94,140.5,769,14
"255",2020-07-20,6011,47.1,13427,104,145.9,816,11
"256",2020-07-20,6021,61.1,9471,44,145.3,878,12
"257",2020-07-20,6028,60.5,13553,73,138,1701,17
"258",2020-07-20,6033,51.1,12355,52,109.5,1166,16
"259",2020-07-20,6047,67.6,13569,80,134.8,1378,24
"260",2020-07-20,6126,65,12240,87,122.9,2248,39
"261",2020-07-20,6129,49.8,11506,50,130.1,614,12
"262",2020-07-20,6130,55.3,14703,91,120.1,1233,18
"263",2020-07-20,6131,58.8,10719,41,131.8,677,12
"264",2020-07-20,6133,50.6,8539,50,108,489,11
"265",2020-07-20,6134,58,10278,100,139.5,1361,23
"266",2020-07-20,7007,60.9,10662,71,131.1,1021,21
"267",2020-07-20,7008,61.3,10691,122,142.1,453,7
"268",2020-07-20,7010,58.7,10593,67,121.6,1102,17
"269",2020-07-20,7018,50.7,12532,72,111.3,849,18
"270",2020-07-20,7019,57.6,11378,61,125.6,517,13
"271",2020-07-20,7022,63.1,12524,63,135.1,1154,26
"272",2020-07-20,7023,55.6,12806,66,107,846,12
"273",2020-07-20,7024,64.6,8684,72,131,920,12
"274",2020-07-20,7027,75.2,12507,161,132.5,793,18
"275",2020-07-20,7029,64.3,9845,67,122.8,1466,23
"276",2020-07-20,7030,47.1,9284,85,126,797,10
"277",2020-07-20,7033,49.9,6631,74,109.9,1024,15
"278",2020-07-20,7037,61.1,13754,60,126.3,2314,43
"279",2020-07-20,7039,64.1,11047,89,133.9,1109,22
"280",2020-07-20,7043,47.4,11557,55,107.1,771,17
"281",2020-07-20,7051,67,12458,56,140.7,908,16
"282",2020-07-20,7065,59.7,15365,77,133.1,1094,18
"283",2020-07-20,7146,47.1,12213,71,97,1451,20
"284",2020-07-20,7159,51.2,14649,92,107.1,975,10
"285",2020-07-20,7169,48.7,11345,94,89.2,2303,29
"286",2020-07-20,8015,44.8,11848,57,106,1460,25
"287",2020-07-20,8019,44,11616,57,103.7,853,9
"288",2020-07-20,8023,53,13720,72,115.1,943,13
"289",2020-07-21,2007,56.5,9386,41,110.6,614,13
"290",2020-07-21,2074,47.1,4231,32,103.2,263,7
"291",2020-07-21,3067,59.4,11197,40,122.5,443,7
"292",2020-07-21,3117,73.6,11054,78,156.7,679,10
"293",2020-07-21,4001,15.2,3248,39,40.4,710,10
"294",2020-07-21,4038,59,12123,77,166.3,849,12
"295",2020-07-21,5005,46.6,11480,35,88.1,1307,16
"296",2020-07-21,5133,59.6,13138,86,118.1,997,12
"297",2020-07-21,5137,52,7952,55,116.3,639,13
"298",2020-07-21,5139,59,11604,55,135,752,12
"299",2020-07-21,5140,58.1,10050,103,118.2,1040,20
"300",2020-07-21,5145,57.3,8093,68,126.7,476,12
"301",2020-07-21,6004,48.1,12842,36,115,678,8
"302",2020-07-21,6005,62.1,13555,86,139.2,703,12
"303",2020-07-21,6011,55.1999999999999,15207,124,158.5,860,10
"304",2020-07-21,6021,77.2,13095,67,162,750,13
"305",2020-07-21,6028,64.9,15714,95,151.9,1632,18
"306",2020-07-21,6033,59.9,14744,81,113.5,1394,19
"307",2020-07-21,6047,52.1,11622,59,116.7,1249,22
"308",2020-07-21,6126,54.1,11455,65,119.4,2317,31
"309",2020-07-21,6129,66.1,16848,59,154.1,596,12
"310",2020-07-21,6130,49.7,15276,76,111.8,1207,18
"311",2020-07-21,6131,52,12309,62,129.3,677,13
"312",2020-07-21,6133,50.8,9853,52,101.5,529,9
"313",2020-07-21,6134,66.4,12321,98,152.7,1376,18
"314",2020-07-21,7007,51.8,10625,68,94.2,999,16
"315",2020-07-21,7008,54.9,12980,115,150.5,645,16
"316",2020-07-21,7010,63.8,13694,62,138.8,1896,17
"317",2020-07-21,7018,52.3,14404,85,113.1,721,17
"318",2020-07-21,7019,56.8,11505,48,141.1,887,15
"319",2020-07-21,7022,66.6,16241,83,151.4,1555,38
"320",2020-07-21,7023,55.9999999999999,15150,78,116.7,838,14
"321",2020-07-21,7024,59.2,9310,61,117.1,1136,15
"322",2020-07-21,7027,79.2000000000001,15374,149,136.5,818,15
"323",2020-07-21,7029,51.7,10493,57,110.2,1028,16
"324",2020-07-21,7030,65.1,12773,128,168.4,951,14
"325",2020-07-21,7033,47.3,7668,62,84.8,758,13
"326",2020-07-21,7037,57.2,14707,66,138.9,3046,52
"327",2020-07-21,7039,47.6,9104,87,106.5,767,17
"328",2020-07-21,7043,56.6,15268,65,134.4,894,13
"329",2020-07-21,7051,64.9,13574,68,122.3,893,16
"330",2020-07-21,7065,56.2,15578,62,124.5,901,16
"331",2020-07-21,7146,48.2,14191,93,107.1,1734,28
"332",2020-07-21,7159,47.2,16023,81,106.8,1008,9
"333",2020-07-21,7169,43.6,12130,92,89,2913,36
"334",2020-07-21,8015,42.4,12913,68,102.6,1557,24
"335",2020-07-21,8019,42.2,11861,66,97.3,945,8
"336",2020-07-21,8023,51.8,14429,83,90.9,807,12
"337",2020-07-22,2007,69.9,13297,60,140,651,13
"338",2020-07-22,2074,39.5,4824,22,80.5,291,5
"339",2020-07-22,3067,72.1,15190,52,164.7,593,9
"340",2020-07-22,3117,62,11566,79,118.7,579,11
"341",2020-07-22,4001,27.7,4844,62,65.2,354,7
"342",2020-07-22,4038,71,15501,99,152.4,1056,18
"343",2020-07-22,5005,49.7,13235,40,89.4,1319,10
"344",2020-07-22,5133,50.7,12888,78,115.8,870,12
"345",2020-07-22,5137,56.3,9664,63,103.2,579,11
"346",2020-07-22,5139,58.1,13304,55,130.9,582,10
"347",2020-07-22,5140,52.2,10569,98,105.9,1192,14
"348",2020-07-22,5145,54.2,8704,81,112.4,638,17
"349",2020-07-22,6004,52.1,14872,47,100.1,652,10
"350",2020-07-22,6005,48,12873,71,121.1,656,11
"351",2020-07-22,6011,52.5,16414,124,134,715,9
"352",2020-07-22,6021,71,13429,65,141.8,587,11
"353",2020-07-22,6028,57.1,14912,75,153.9,1346,18
"354",2020-07-22,6033,79.8,17447,102,109.8,1321,20
"355",2020-07-22,6047,60,15095,67,128.2,1339,23
"356",2020-07-22,6126,67.2,14971,102,120.7,2093,32
"357",2020-07-22,6129,51.2,15505,50,139,628,11
"358",2020-07-22,6130,54.9,15994,89,85.9,712,7
"359",2020-07-22,6131,51.4,12729,58,108.7,552,9
"360",2020-07-22,6133,47.4,11282,67,111.7,784,7
"361",2020-07-22,6134,59.9,12565,106,146.6,1342,20
"362",2020-07-22,7007,57.2,13590,80,109.9,1088,12
"363",2020-07-22,7008,53.4,12676,81,132.3,512,8
"364",2020-07-22,7010,58.5,14955,73,131,1064,13
"365",2020-07-22,7018,57.9,16290,87,108.6,733,17
"366",2020-07-22,7019,63.9,14336,64,146.4,841,16
"367",2020-07-22,7022,69.6,18597,85,141.1,1251,26
"368",2020-07-22,7023,56.6,15900,77,87.7,647,10
"369",2020-07-22,7024,57.1,10564,67,117.8,897,10
"370",2020-07-22,7027,70.9,16409,141,134,816,17
"371",2020-07-22,7029,56.2,10741,64,105.3,1062,16
"372",2020-07-22,7030,59.6,12832,104,122.8,589,8
"373",2020-07-22,7033,54.7,9805,80,102.6,792,13
"374",2020-07-22,7037,64.1,17609,60,146.1,2656,34
"375",2020-07-22,7039,59.2,11378,89,111.6,727,10
"376",2020-07-22,7043,56.1,16603,67,130.1,845,13
"377",2020-07-22,7051,66.2,16356,72,138.5,1079,19
"378",2020-07-22,7065,54.4,18476,50,122.9,715,14
"379",2020-07-22,7146,44.3,14902,91,95.7,1093,16
"380",2020-07-22,7159,48,16783,90,104.4,965,10
"381",2020-07-22,7169,42.7,13734,90,79.8,2984,28
"382",2020-07-22,8015,39.1,12876,58,92.5,1029,17
"383",2020-07-22,8019,53,14660,65,95.1,776,10
"384",2020-07-22,8023,43.8,14703,83,101,792,14
"385",2020-07-23,2007,59.2,11035,53,96.8,419,12
"386",2020-07-23,2074,48.6,5316,25,101,365,9
"387",2020-07-23,3067,57.1,11683,48,129.7,440,9
"388",2020-07-23,3117,59.1,10620,90,117.8,558,11
"389",2020-07-23,4001,30.3,5516,48,36.6,620,9
"390",2020-07-23,4038,64.3,14153,91,142.5,937,15
"391",2020-07-23,5005,52.4,12274,26,92.4,1160,14
"392",2020-07-23,5133,75.1,16964,111,124.6,861,21
"393",2020-07-23,5137,56,9937,53,112.9,678,14
"394",2020-07-23,5139,63.1,13680,56,123.5,608,13
"395",2020-07-23,5140,52.3,8771,89,88,661,11
"396",2020-07-23,5145,61.2,8922,91,137.4,661,18
"397",2020-07-23,6004,49.7,12155,31,93.8,485,8
"398",2020-07-23,6005,59,12678,80,128.6,746,14
"399",2020-07-23,6011,53.9,17024,123,154.8,899,10
"400",2020-07-23,6021,62.1,11763,42,135,570,10
"401",2020-07-23,6028,61.2,14918,73,129.4,1244,15
"402",2020-07-23,6033,49.4,13125,67,94.5,859,15
"403",2020-07-23,6047,62.4,13391,65,111.2,1035,19
"404",2020-07-23,6126,62.1,13761,83,128.6,1768,34
"405",2020-07-23,6129,54,16918,74,138.6,580,13
"406",2020-07-23,6130,47.8,16274,113,105,873,15
"407",2020-07-23,6131,63.6,14560,59,133.3,604,11
"408",2020-07-23,6133,51.3,12117,54,101.8,594,10
"409",2020-07-23,6134,63.6,12289,100,122.9,664,10
"410",2020-07-23,7007,55.1,11526,82,104.3,859,16
"411",2020-07-23,7008,62.3,13262,94,141.1,699,15
"412",2020-07-23,7010,58.3,12594,66,116.9,872,11
"413",2020-07-23,7018,50,13540,60,105.3,683,15
"414",2020-07-23,7019,60.7,13763,63,131,816,15
"415",2020-07-23,7022,62.2,16034,73,129.9,1228,23
"416",2020-07-23,7023,60.7,15477,60,112.4,732,10
"417",2020-07-23,7024,64.5,11872,77,125.5,1026,15
"418",2020-07-23,7027,57.6,13528,117,101.2,654,14
"419",2020-07-23,7029,64.1,11571,79,105.7,1059,20
"420",2020-07-23,7030,51.4,10136,110,114.1,536,12
"421",2020-07-23,7033,48.7,8445,79,99.3,798,9
"422",2020-07-23,7037,55.5,15430,68,124.6,1567,31
"423",2020-07-23,7039,68.6,13322,117,124,825,16
"424",2020-07-23,7043,62.6,16262,50,113.1,817,14
"425",2020-07-23,7051,59.9,10884,64,122.1,715,15
"426",2020-07-23,7065,57.5,15683,67,113.9,721,15
"427",2020-07-23,7146,49.7,13572,88,84.6,864,22
"428",2020-07-23,7159,40.7,12408,62,79.3,547,9
"429",2020-07-23,7169,49.4,14569,98,86.7,3237,34
"430",2020-07-23,8015,39.6,12111,50,92.7,953,17
"431",2020-07-23,8019,38,11085,46,75.6,550,7
"432",2020-07-23,8023,52,17456,88,107.8,1441,18
"433",2020-07-24,2007,61.4,11284,52,135,711,13
"434",2020-07-24,2074,57.4,4913,33,96.9,403,7
"435",2020-07-24,3067,66.8,12625,42,115.3,424,7
"436",2020-07-24,3117,61.5,11217,63,131.5,555,10
"437",2020-07-24,4001,48.4,8505,71,84.3,715,12
"438",2020-07-24,4038,61.4,13804,104,141,845,14
"439",2020-07-24,5005,52.2,11881,32,86,1004,11
"440",2020-07-24,5133,46.9,9965,70,101.8,530,13
"441",2020-07-24,5137,50,7728,51,90.6,528,11
"442",2020-07-24,5139,57.2,11957,59,123.2,626,10
"443",2020-07-24,5140,57.6,10107,91,99.1,1097,15
"444",2020-07-24,5145,57.1,8306,81,114.5,600,13
"445",2020-07-24,6004,37.6,10079,30,89,497,7
"446",2020-07-24,6005,68.2,14845,85,141.4,710,11
"447",2020-07-24,6011,57.4,16613,109,160.7,880,11
"448",2020-07-24,6021,75.7,13936,76,148.9,882,13
"449",2020-07-24,6028,64.5,15040,72,139.1,1280,14
"450",2020-07-24,6033,56.4,15232,78,103.6,1578,23
"451",2020-07-24,6047,50.9,12854,76,103.6,980,14
"452",2020-07-24,6126,66,13833,75,113.6,1657,25
"453",2020-07-24,6129,56.5,16401,62,138.2,658,9
"454",2020-07-24,6130,57.1,15808,116,108.3,764,12
"455",2020-07-24,6131,49.9,11161,45,102,466,10
"456",2020-07-24,6133,58.1,11609,49,106.7,689,8
"457",2020-07-24,6134,59.2,12164,71,119.9,785,13
"458",2020-07-24,7007,49.3,10187,79,93.8,751,12
"459",2020-07-24,7008,59.1,14083,129,137.8,661,10
"460",2020-07-24,7010,68.4,14288,82,124.9,1036,12
"461",2020-07-24,7018,53.4,14734,57,99.1,629,13
"462",2020-07-24,7019,55.2,11739,50,119,575,10
"463",2020-07-24,7022,50.7,12700,73,113.3,1039,19
"464",2020-07-24,7023,49.9,14482,79,90.8,708,13
"465",2020-07-24,7024,51.9,9136,64,97.5,664,10
"466",2020-07-24,7027,73.5,14578,135,128.7,667,11
